Utility,Zip Code,Month,Arrearage Count
Avista,99019,2021-09-01,471
PSE,98359,2024-04-01,322
Avista,99218,2021-04-01,559
CNG,99352,2022-06-01,324
PAC,98942,2022-08-01,1324
CNG,99353,2024-08-01,33
Avista,99103,2021-03-01,15
PSE,98166,2025-01-01,791
Avista,99114,2022-02-01,598
CNG,98264,2023-03-01,504
PSE,98065,2021-06-01,641
PSE,98532,2023-04-01,191
PSE,98201,2021-06-01,871
PSE,98118,2024-09-01,1617
Avista,99122,2023-06-01,85
Avista,99025,2023-01-01,77
PSE,98421,2024-01-01,3
Avista,99036,2022-07-01,6
Avista,99402,2024-01-01,54
Avista,99212,2021-05-01,1345
Avista,99161,2025-05-01,68
PSE,98257,2024-08-01,335
PSE,98053,2021-05-01,570
PSE,98092,2025-04-01,3862
PSE,98224,2025-03-01,38
Avista,99156,2022-03-01,0
PSE,98010,2024-01-01,551
Avista,99206,2024-07-01,1239
PAC,98932,2025-02-01,530
PSE,98072,2023-05-01,870
PSE,98221,2022-08-01,1590
Avista,99004,2023-02-01,183
PSE,98020,2021-07-01,298
CNG,98584,2023-07-01,191
PSE,98043,2022-09-01,437
PSE,98388,2022-12-01,134
PAC,98932,2022-06-01,521
PSE,98012,2024-05-01,1328
PSE,98329,2023-03-01,3
NWN,98686,2022-03-01,565
Avista,99160,2021-03-01,12
CNG,98230,2022-04-01,380
Avista,99170,2025-07-01,46
Avista,99023,2025-09-01,6
Avista,99040,2024-10-01,61
NWN,98672,2025-05-01,128
PSE,98465,2024-06-01,97
PSE,98116,2021-06-01,405
PSE,98224,2023-04-01,79
PSE,98374,2022-04-01,2456
PAC, 98938  ,2024-08-01,136
NWN,98685,2022-03-01,700
CNG,98584,2022-01-01,121
PSE,98390,2025-04-01,112
Avista,99025,2023-06-01,95
CNG,98225,2025-02-01,505
PSE,98323,2021-03-01,38
CNG,98611,2024-08-01,15
PSE,98225,2023-01-01,2742
Avista,99026,2021-10-01,87
PSE,98370,2021-09-01,1510
PSE,98371,2021-11-01,1361
Avista,99148,2022-02-01,151
PSE,98087,2021-01-01,661
PAC,98930,2025-02-01,883
PSE,98204,2021-03-01,486
PSE,98006,2023-10-01,1298
PSE,98047,2021-01-01,420
Avista,99128,2021-11-01,10
PSE,98115,2025-05-01,1044
Avista,99207,2022-08-01,1782
Avista,99158,2021-12-01,19
Avista,99344,2025-06-01,580
PSE,98340,2023-03-01,258
PSE,98558,2024-03-01,39
PSE,98102,2024-02-01,506
PSE,98354,2022-03-01,182
PSE,98323,2022-04-01,67
PSE,98501,2024-05-01,3939
Avista,99167,2023-02-01,29
CNG,98948,2025-04-01,227
CNG,98520,2024-06-01,162
PSE,98281,2021-05-01,531
PSE,98335,2024-06-01,444
Avista,98857,2022-06-01,2
PSE,98503,2022-06-01,1401
CNG,98274,2022-01-01,190
PSE,98118,2022-03-01,1556
PSE,98053,2024-07-01,598
Avista,99176,2022-06-01,1
PSE,98359,2024-07-01,297
Avista,99114,2025-08-01,525
CNG,98948,2025-06-01,206
NWN,98026,2023-01-01,0
PSE,98946,2022-03-01,54
PSE,98374,2022-08-01,2345
CNG,99344,2025-03-01,168
NWN,98685,2022-09-01,581
PSE,98226,2021-09-01,2510
PSE,98026,2025-05-01,790
PSE,98512,2024-10-01,2146
PSE,98328,2021-04-01,41
CNG,98520,2023-10-01,161
Avista,99341,2023-07-01,483
PSE,98109,2022-02-01,462
Avista,99012,2024-02-01,44
Avista,99003,2025-09-01,69
PSE,98247,2021-10-01,497
Avista,99149,2025-01-01,15
PSE,98404,2022-01-01,1085
PSE,98346,2024-11-01,534
PSE,98390,2022-11-01,887
Avista,99146,2021-11-01,3
PSE,98501,2022-12-01,3760
CNG,98295,2022-01-01,33
Avista,99185,2021-06-01,64
PSE,98034,2024-09-01,2879
PAC,98903,2022-09-01,1590
CNG,98274,2024-12-01,277
PSE,98940,2023-08-01,195
Avista,99218,2024-09-01,459
PSE,98178,2021-07-01,727
PAC,98908,2022-08-01,3253
PSE,98226,2025-05-01,3628
PSE,98943,2021-10-01,66
PSE,98374,2024-06-01,3099
PSE,98204,2022-06-01,609
PSE,98134,2021-07-01,23
PAC,98932,2022-02-01,542
CNG,98848,2023-08-01,2
PSE,98148,2021-10-01,602
CNG,98837,2025-05-01,81
Avista,99335,2023-09-01,0
PSE,98506,2023-07-01,1417
Avista,99151,2023-05-01,12
PSE,98027,2023-06-01,1472
PSE,98178,2024-06-01,859
PSE,98311,2025-05-01,2138
PSE,98272,2024-02-01,782
PSE,98277,2023-02-01,2536
PSE,98126,2023-07-01,763
PSE,98042,2025-03-01,3340
PSE,98133,2023-03-01,918
CNG,98244,2024-08-01,3
PSE,98568,2023-11-01,1
PSE,98255,2021-12-01,15
PSE,98023,2023-05-01,4252
Avista,99040,2023-06-01,86
PSE,98346,2024-02-01,698
NWN,98685,2023-03-01,650
CNG,98264,2022-03-01,397
PSE,98052,2021-05-01,2279
Avista,99160,2023-08-01,11
PSE,98118,2021-02-01,1476
CNG,98524,2023-11-01,6
PSE,98220,2025-06-01,46
Avista,99216,2022-05-01,1223
CNG,98674,2024-01-01,97
Avista,99039,2025-06-01,5
PSE,98374,2025-01-01,2798
Avista,99016,2021-01-01,728
PSE,98391,2022-05-01,2848
PSE,98396,2024-02-01,38
PSE,98101,2022-04-01,44
PSE,98273,2021-06-01,1693
Avista,99164,2022-09-01,2
CNG,98230,2023-01-01,381
PSE,98296,2023-10-01,448
NWN,98660,2023-10-01,237
CNG,98632,2022-06-01,108
PSE,98311,2022-11-01,1974
Avista,99146,2023-01-01,1
PSE,98001,2023-08-01,2297
CNG,98550,2022-05-01,139
PSE,98276,2021-08-01,90
PSE,98328,2023-10-01,59
NWN,98668,2025-06-01,0
Avista,99036,2023-01-01,6
PSE,98271,2025-05-01,536
PSE,98056,2022-02-01,2704
NWN,98683,2023-10-01,386
PSE,98597,2023-05-01,2694
PSE,98022,2023-11-01,1202
CNG,98292,2022-11-01,192
NWN,98605,2023-12-01,12
PSE,98366,2021-03-01,2090
Avista,99030,2021-07-01,41
NWN,98683,2022-02-01,874
Avista,99176,2023-05-01,3
Avista,99102,2023-09-01,40
PSE,98236,2024-05-01,385
PSE,98121,2022-02-01,119
PAC,99348,2025-02-01,55
Avista,99023,2022-11-01,10
PSE,98424,2025-02-01,282
PSE,98005,2021-02-01,877
PAC,99323,2022-03-01,261
Avista,99174,2025-05-01,6
PSE,98360,2024-02-01,788
Avista,98648,2021-03-01,31
CNG,98936,2024-01-01,94
PSE,98373,2021-07-01,1549
PSE,98244,2024-05-01,297
Avista,99036,2023-09-01,4
PSE,98934,2022-11-01,110
CNG,98524,2023-12-01,10
PSE,98087,2021-02-01,752
PSE,98158,2022-02-01,2
PSE,98591,2022-05-01,15
PSE,98370,2024-02-01,1940
Avista,99113,2021-12-01,8
Avista,99111,2023-09-01,98
PSE,98101,2023-09-01,48
NWN,98605,2022-04-01,30
CNG,98541,2022-05-01,32
PSE,98312,2024-02-01,3196
Avista,99102,2022-01-01,35
Avista,99206,2023-03-01,1559
PAC,98920,2022-03-01,1
CNG,98528,2022-10-01,11
PSE,98237,2023-01-01,470
NWN,98127,2022-06-01,0
PSE,98424,2023-04-01,527
Avista,99326,2022-02-01,26
CNG,99336,2023-01-01,339
Avista,99171,2023-06-01,34
Avista,99157,2023-02-01,38
PSE,98273,2022-11-01,2055
PSE,98136,2022-04-01,413
Avista,99204,2022-08-01,509
PSE,98367,2025-03-01,1929
PSE,98249,2024-02-01,296
NWN,98663,2025-01-01,179
PSE,98390,2021-03-01,698
Avista,99141,2023-02-01,292
PSE,98014,2022-04-01,559
PSE,98148,2023-03-01,682
PSE,98277,2021-03-01,2610
PSE,98359,2021-04-01,216
PSE,98530,2024-05-01,85
Avista,99174,2023-06-01,7
PSE,98580,2022-06-01,341
PSE,98027,2021-04-01,1104
Avista,99157,2021-08-01,47
PAC,98920,2022-06-01,1
Avista,99344,2023-01-01,519
CNG,98541,2023-05-01,31
PSE,98273,2024-08-01,2129
PSE,98360,2023-01-01,732
PSE,98941,2022-08-01,162
PSE,98372,2025-03-01,2192
PSE,98311,2025-01-01,2123
PSE,98230,2024-03-01,1221
PSE,98284,2022-05-01,1637
PSE,98033,2024-09-01,1781
PAC, 99329  ,2024-09-01,19
PSE,98134,2023-09-01,21
CNG,98802,2022-05-01,17
PSE,98068,2021-08-01,74
PSE,98390,2023-09-01,1087
PSE,98445,2021-09-01,736
PSE,98002,2023-05-01,4175
Avista,99202,2022-11-01,1144
Avista,99402,2024-12-01,49
PSE,98034,2024-12-01,3172
PSE,98039,2024-04-01,66
PSE,98072,2023-03-01,879
Avista,99037,2024-05-01,281
PSE,98366,2024-12-01,2937
PSE,98006,2025-02-01,1340
Avista,99402,2023-08-01,50
CNG,99352,2023-02-01,361
PSE,98133,2024-04-01,913
PSE,98327,2021-10-01,452
NWN,97301,2023-12-01,0
Avista,99151,2023-09-01,10
PSE,98375,2024-08-01,1524
PSE,98296,2023-03-01,367
Avista,99163,2022-07-01,1963
PSE,98236,2021-05-01,314
PSE,98328,2023-11-01,33
PSE,98274,2024-06-01,1184
CNG,98284,2024-03-01,348
Avista,99111,2022-03-01,101
Avista,99031,2022-07-01,25
NWN,98664,2024-10-01,372
Avista,99016,2021-10-01,701
PSE,98236,2025-01-01,338
PSE,98077,2024-07-01,255
Avista,99030,2024-05-01,33
PSE,98057,2023-06-01,1853
Avista,99037,2024-02-01,306
CNG,98226,2024-07-01,510
PSE,98109,2024-10-01,453
PSE,98092,2022-11-01,3288
Avista,99185,2024-01-01,56
PSE,98284,2024-06-01,1930
CNG,98611,2025-02-01,7
CNG,98370,2024-11-01,189
NWN,98684,2023-12-01,305
NWN,97031,2023-03-01,0
PSE,98037,2021-09-01,524
PSE,98342,2022-02-01,127
PSE,98014,2021-01-01,495
PSE,98597,2024-02-01,2505
Avista,99344,2024-10-01,351
PAC,98933,2022-03-01,86
Avista,99141,2022-12-01,267
PSE,98125,2022-12-01,530
Avista,99204,2022-05-01,639
PSE,98023,2021-03-01,2894
Avista,99173,2021-11-01,117
PAC, 99328  ,2024-12-01,250
CNG,98901,2022-08-01,353
CNG,99352,2023-04-01,387
CNG,98837,2023-02-01,79
PSE,98249,2025-05-01,297
PSE,98126,2022-06-01,720
Avista,99034,2022-01-01,8
Avista,99021,2022-02-01,258
Avista,99128,2021-01-01,9
PSE,98418,2022-02-01,544
PSE,98020,2022-02-01,352
PSE,98311,2025-02-01,2130
PSE,98238,2022-04-01,3
PSE,98068,2022-12-01,80
PSE,98026,2022-11-01,724
PSE,98024,2021-03-01,222
CNG,98274,2025-04-01,319
PSE,98115,2021-01-01,744
NWN,98660,2023-03-01,349
PSE,98925,2024-05-01,86
CNG,99352,2023-06-01,387
CNG,98233,2023-08-01,505
Avista,99019,2022-04-01,311
Avista,99181,2024-07-01,114
PSE,98430,2025-01-01,1
PSE,98055,2023-10-01,2325
PSE,98270,2021-10-01,1949
PSE,(blanks),2025-02-01,331
PSE,98396,2024-01-01,51
CNG,98282,2022-03-01,24
NWN,98661,2024-05-01,789
PSE,98226,2021-08-01,2659
NWN,97031,2024-11-01,0
PSE,98236,2021-01-01,280
Avista,99156,2022-02-01,0
PSE,98335,2024-10-01,443
PSE,98026,2024-12-01,777
PSE,98199,2021-08-01,456
PSE,98002,2022-04-01,4783
Avista,99107,2022-11-01,0
PSE,98424,2024-04-01,288
NWN,97301,2023-06-01,0
PSE,98059,2021-06-01,1649
PSE,98198,2024-02-01,3834
NWN,98606,2023-04-01,67
CNG,98584,2024-04-01,178
Avista,99149,2022-05-01,17
Avista,99020,2025-09-01,2
PSE,,2022-10-01,263
PSE,98104,2022-07-01,59
Avista,99103,2021-06-01,18
PSE,98445,2022-01-01,907
PSE,98125,2024-08-01,638
PSE,98020,2024-11-01,327
PSE,98001,2023-11-01,2007
Avista,99122,2023-10-01,85
PSE,98038,2023-12-01,2050
PSE,98238,2024-05-01,3
PSE,98443,2025-05-01,71
CNG,99353,2024-07-01,49
Avista,99174,2021-07-01,5
PSE,98312,2024-11-01,2863
PSE,98178,2021-05-01,687
PSE,98360,2024-08-01,739
Avista,99173,2024-11-01,132
PSE,98922,2021-01-01,678
PSE,98134,2024-04-01,18
PSE,98004,2021-10-01,2120
PSE,98498,2021-08-01,251
PSE,98052,2024-10-01,4425
CNG,98541,2024-11-01,32
PSE,98106,2025-06-01,661
PSE,98338,2024-11-01,933
Avista,99019,2025-03-01,327
PSE,98367,2023-05-01,3063
CNG,98908,2023-08-01,524
CNG,98837,2023-11-01,66
Avista,99111,2022-12-01,77
PSE,98383,2021-01-01,1183
PSE,98188,2021-12-01,1325
PSE,98251,2025-04-01,56
PSE,98112,2024-08-01,671
PSE,98408,2023-08-01,922
PSE,98311,2022-01-01,1801
CNG,98626,2022-02-01,49
PSE,98568,2024-11-01,4
Avista,99157,2023-05-01,45
PSE,98323,2024-05-01,59
Avista,99009,2022-04-01,87
PSE,98236,2022-06-01,339
CNG,98944,2023-07-01,343
PSE,98312,2024-01-01,3256
Avista,99040,2022-09-01,67
NWN,97301,2024-11-01,0
Avista,99001,2025-07-01,244
PSE,98024,2021-06-01,257
PSE,98058,2021-03-01,2158
PSE,98329,2023-08-01,3
PSE,98233,2022-10-01,912
PAC, 99350  ,2024-06-01,5
Avista,99149,2025-05-01,18
Avista,99004,2022-06-01,173
PSE,98387,2024-07-01,2159
CNG,98295,2025-03-01,45
PSE,98337,2024-02-01,1014
Avista,99344,2023-04-01,514
PSE,98430,2022-02-01,1
PSE,98364,2022-08-01,1
PSE,98251,2023-08-01,129
CNG,98902,2024-01-01,1287
Avista,99114,2021-03-01,567
PSE,98360,2022-09-01,723
NWN,98664,2023-11-01,367
NWN,98620,2023-09-01,0
PAC,99361,2022-09-01,116
PSE,98335,2023-06-01,322
PSE,98288,2022-11-01,41
PSE,98148,2024-12-01,726
PSE,98596,2025-01-01,28
NWN,98675,2025-06-01,0
PSE,98421,2022-06-01,4
PSE,98404,2025-06-01,42
PSE,98338,2024-07-01,962
PSE,98004,2023-11-01,2423
PSE,98007,2022-12-01,1650
PAC, 98923  ,2024-02-01,604
Avista,99137,2025-01-01,34
PSE,98040,2023-03-01,915
Avista,99169,2024-09-01,50
PSE,98390,2024-05-01,1050
PSE,98107,2022-03-01,520
PSE,98532,2023-07-01,193
PSE,98012,2023-04-01,1348
Avista,99009,2022-09-01,86
PSE,98264,2023-07-01,1405
PSE,98360,2022-10-01,706
NWN,98628,2024-11-01,17
Avista,99344,2024-03-01,568
CNG,98903,2023-08-01,139
PSE,98383,2022-01-01,1307
PSE,98591,2021-07-01,14
PSE,98029,2021-11-01,1085
PSE,98224,2022-07-01,40
PSE,98105,2024-07-01,906
PAC,98951,2025-05-01,1175
CNG,98277,2023-07-01,303
PSE,98346,2021-07-01,903
Avista,99161,2022-05-01,68
Avista,99160,2025-07-01,6
PSE,98371,2023-02-01,1653
CNG,98366,2024-07-01,641
CNG,99324,2024-07-01,160
PSE,98580,2022-11-01,326
PSE,98263,2021-07-01,32
NWN,98662,2023-05-01,1276
PSE,98345,2023-07-01,36
PSE,98236,2024-12-01,366
Avista,99219,2024-07-01,0
CNG,98276,2024-07-01,27
PSE,98233,2022-03-01,916
Avista,99101,2022-11-01,73
PSE,98101,2021-11-01,40
PSE,98353,2023-02-01,2
Avista,98857,2023-06-01,0
Avista,99138,2024-03-01,130
Avista,99151,2022-10-01,15
PSE,98295,2021-05-01,55
PSE,98107,2021-07-01,498
PSE,98204,2023-01-01,661
PSE,98024,2023-12-01,287
CNG,98312,2023-09-01,623
Avista,99202,2023-10-01,1152
PSE,98446,2021-05-01,266
PSE,98075,2024-01-01,819
Avista,99161,2023-12-01,58
PSE,98092,2024-01-01,4545
PSE,98364,2024-01-01,1
Avista,99156,2023-10-01,1
Avista,99138,2025-07-01,134
CNG,99301,2024-02-01,878
PSE,98027,2021-02-01,1332
PSE,98591,2021-01-01,14
PSE,98276,2023-05-01,414
PSE,98121,2022-06-01,112
Avista,99130,2025-07-01,35
PSE,98275,2022-07-01,356
PSE,98290,2023-08-01,444
CNG,98674,2024-02-01,38
PSE,98248,2025-06-01,2090
CNG,98282,2023-08-01,42
Avista,99030,2025-09-01,28
NWN,98626,2024-10-01,0
PSE,98558,2025-02-01,23
PSE,98406,2023-03-01,741
PSE,98277,2023-04-01,91
PSE,98188,2022-04-01,2080
PSE,98038,2024-10-01,1845
Avista,99126,2022-10-01,50
PSE,98388,2022-06-01,137
Avista,99181,2022-03-01,112
NWN,98307,2024-12-01,0
NWN,98661,2023-11-01,506
Avista,99207,2023-01-01,1737
PSE,98229,2024-06-01,1716
PSE,98203,2022-01-01,836
PSE,98155,2023-08-01,621
Avista,99371,2025-08-01,18
PSE,98045,2022-03-01,762
Avista,99117,2025-02-01,16
PSE,98383,2022-04-01,1253
CNG,98902,2023-07-01,1458
PSE,98029,2021-06-01,1316
Avista,99033,2024-01-01,44
PSE,98118,2022-07-01,1592
Avista,99018,2024-11-01,4
Avista,99179,2023-05-01,19
PSE,98385,2022-05-01,19
NWN,98661,2022-08-01,726
PSE,98922,2021-07-01,682
PSE,98273,2022-12-01,1916
PSE,98321,2021-07-01,852
PSE,98110,2025-01-01,1516
NWN,98665,2022-10-01,551
CNG,98221,2023-07-01,514
PSE,98057,2023-12-01,1925
PAC,98936,2022-04-01,470
Avista,99156,2024-10-01,1
PSE,98155,2022-09-01,626
Avista,99207,2021-10-01,2296
Avista,99107,2024-12-01,0
PSE,98188,2023-01-01,2100
PSE,98208,2021-04-01,990
PSE,98109,2021-09-01,450
Avista,99371,2023-01-01,13
PSE,98387,2024-11-01,1845
PSE,98072,2021-03-01,659
Avista,99031,2022-05-01,36
PSE,98005,2022-12-01,993
Avista,99223,2025-04-01,1384
Avista,99218,2023-09-01,620
Avista,99019,2023-04-01,356
CNG,98903,2023-07-01,171
PSE,98467,2023-03-01,300
Avista,99025,2025-03-01,84
Avista,99181,2024-01-01,126
PSE,98383,2023-01-01,1486
Avista,99130,2022-01-01,35
PSE,98367,2024-04-01,1921
Avista,99143,2024-05-01,15
PSE,98042,2022-06-01,2856
Avista,99005,2023-07-01,177
CNG,98312,2024-06-01,676
PSE,98032,2021-09-01,3469
PSE,98040,2022-04-01,857
CNG,98541,2025-02-01,32
PSE,98503,2024-05-01,3553
PSE,98052,2024-05-01,4299
PSE,98403,2024-10-01,253
PSE,98237,2021-10-01,395
Avista,99016,2023-03-01,882
PSE,98240,2022-03-01,226
PSE,98258,2023-04-01,372
PSE,98290,2021-01-01,450
Avista,99001,2025-01-01,205
PSE,98115,2024-05-01,983
PSE,98499,2023-05-01,737
Avista,99031,2022-08-01,27
PSE,98029,2021-08-01,1405
PSE,98391,2021-03-01,1983
PSE,98404,2024-11-01,1027
PSE,98370,2021-04-01,1501
PSE,98028,2025-04-01,1064
CNG,98903,2023-05-01,156
PSE,98532,2024-05-01,169
Avista,99208,2024-03-01,2487
PSE,98122,2021-03-01,1000
CNG,98370,2022-11-01,102
PAC,98908,2022-01-01,3175
PSE,98028,2023-10-01,1013
Avista,99185,2022-02-01,73
Avista,99113,2021-07-01,10
PSE,98232,2024-04-01,177
Avista,99156,2023-08-01,1
PSE,98074,2025-04-01,918
Avista,99020,2022-02-01,3
CNG,98274,2023-07-01,254
PSE,98220,2025-04-01,50
CNG,98625,2024-09-01,20
PSE,98104,2022-03-01,53
Avista,99341,2025-08-01,41
PSE,98340,2021-04-01,201
PSE,98941,2025-02-01,89
Avista,99201,2025-03-01,1192
PSE,(blank),2023-03-01,196
PSE,98925,2025-05-01,86
Avista,99148,2022-03-01,152
PSE,98008,2022-05-01,861
PSE,98388,2021-08-01,120
CNG,98528,2025-05-01,23
PSE,98005,2023-07-01,1137
PSE,98367,2023-10-01,1701
Avista,99134,2024-04-01,28
PSE,98371,2021-04-01,1048
PSE,98439,2022-10-01,510
PSE,98042,2022-07-01,3018
PSE,98335,2021-01-01,255
Avista,99126,2022-01-01,50
Avista,98620,2025-08-01,85
Avista,99128,2021-05-01,13
PSE,98103,2021-06-01,924
PSE,98506,2022-04-01,2123
PSE,98328,2022-07-01,64
Avista,98648,2022-02-01,29
CNG,98314,2023-04-01,1
PSE,98327,2022-08-01,478
Avista,99156,2024-09-01,1
PSE,98281,2023-11-01,220
CNG,98520,2022-11-01,175
Avista,99219,2024-02-01,0
PSE,98177,2021-11-01,411
CNG,98225,2022-12-01,653
PSE,98580,2023-01-01,335
NWN,98208,2025-03-01,0
Avista,99126,2021-08-01,63
PSE,98251,2025-01-01,133
CNG,98611,2025-04-01,6
Avista,99021,2021-07-01,263
PSE,98284,2024-10-01,1694
Avista,99005,2023-10-01,171
PSE,98119,2024-08-01,475
PSE,98203,2024-12-01,874
PSE,98134,2023-03-01,22
PSE,98596,2022-03-01,22
PSE,98230,2023-10-01,1224
Avista,99402,2022-02-01,58
PSE,98012,2024-08-01,1355
PSE,98390,2021-02-01,792
CNG,98902,2023-04-01,1591
PSE,98072,2023-11-01,892
NWN,98628,2022-11-01,17
Avista,99212,2024-12-01,1156
PSE,98354,2024-09-01,219
PSE,98022,2022-01-01,1808
Avista,99151,2025-08-01,10
PSE,98004,2023-10-01,2503
PSE,98433,2023-01-01,330
Avista,99030,2023-12-01,29
CNG,99337,2023-05-01,157
PSE,98007,2022-01-01,1556
CNG,98276,2023-02-01,31
PSE,98023,2023-06-01,4004
PSE,98576,2024-07-01,471
Avista,99103,2022-07-01,23
Avista,99129,2024-02-01,67
PAC, 99363  ,2024-06-01,23
PSE,98188,2023-08-01,2245
Avista,99110,2021-12-01,36
CNG,98383,2024-08-01,229
CNG,98345,2023-11-01,4
PSE,98233,2023-05-01,168
PSE,98247,2021-06-01,475
PSE,98233,2025-05-01,1189
PSE,98332,2021-02-01,193
CNG,98383,2024-05-01,213
Avista,99125,2023-04-01,26
NWN,98620,2024-07-01,0
PSE,98329,2023-10-01,4
PSE,98503,2023-09-01,3591
PSE,98032,2025-01-01,4431
NWN,98664,2023-03-01,641
PSE,98597,2023-12-01,2747
PAC,98937,2022-06-01,398
PSE,98380,2024-10-01,240
Avista,99148,2022-05-01,132
PSE,98074,2022-07-01,958
PAC,99363,2022-08-01,12
PSE,98498,2023-03-01,1942
CNG,98311,2022-04-01,415
PSE,98072,2024-03-01,882
PSE,98321,2024-09-01,983
CNG,98626,2022-11-01,78
NWN,98665,2023-04-01,929
PSE,98236,2023-05-01,24
Avista,99335,2025-04-01,0
PSE,98221,2022-06-01,1484
Avista,98620,2024-01-01,80
PSE,98407,2023-02-01,695
Avista,99163,2025-08-01,1691
CNG,98953,2022-06-01,65
Avista,99207,2021-02-01,2829
Avista,99157,2023-09-01,45
PSE,98579,2022-08-01,758
CNG,98383,2022-11-01,233
Avista,99146,2022-12-01,2
PSE,98396,2024-03-01,56
PSE,98276,2025-03-01,117
Avista,99021,2025-07-01,227
CNG,98902,2025-04-01,1329
PSE,98344,2025-02-01,1
PSE,98108,2023-04-01,943
Avista,99137,2025-02-01,24
NWN,98684,2024-12-01,631
PSE,98418,2025-02-01,555
Avista,99110,2024-05-01,24
PSE,98263,2021-03-01,26
Avista,99021,2022-08-01,213
NWN,98626,2024-11-01,0
PSE,98443,2024-12-01,70
PSE,98402,2024-06-01,47
PSE,98310,2022-07-01,2165
PSE,98019,2022-10-01,350
CNG,98264,2025-05-01,608
PSE,98439,2022-06-01,60
Avista,99217,2023-11-01,913
NWN,98686,2024-11-01,353
PAC, 98951  ,2024-05-01,1045
PSE,98295,2023-11-01,81
Avista,99228,2024-12-01,0
PAC,98603,2025-04-01,1
Avista,98620,2024-09-01,81
PSE,98036,2021-12-01,715
PSE,98366,2021-10-01,2598
PSE,98110,2022-06-01,978
PSE,98010,2023-08-01,489
PSE,98408,2021-11-01,884
PSE,98568,2024-05-01,4
CNG,98345,2025-03-01,2
PSE,98024,2023-01-01,272
PSE,98402,2023-05-01,62
PAC,99324,2022-01-01,482
PSE,98070,2021-04-01,530
PSE,98106,2021-02-01,447
CNG,99352,2024-02-01,394
PSE,98346,2021-06-01,535
PSE,98220,2021-12-01,35
Avista,99217,2021-04-01,926
Avista,99206,2024-05-01,1493
PSE,98221,2025-03-01,1465
CNG,98274,2024-01-01,219
Avista,99032,2024-01-01,31
PSE,98294,2022-08-01,355
PSE,98042,2024-04-01,3402
NWN,98685,2024-10-01,568
PSE,98328,2022-05-01,29
NWN,98661,2024-04-01,828
PSE,98503,2021-04-01,2791
NWN,98307,2024-06-01,0
Avista,99113,2023-09-01,11
PSE,98446,2023-10-01,445
Avista,99224,2023-11-01,758
CNG,98225,2025-06-01,618
Avista,99008,2024-01-01,13
PAC,99363,2022-02-01,13
Avista,99012,2021-03-01,47
Avista,99022,2021-03-01,237
PSE,98110,2024-01-01,1435
PSE,98591,2022-04-01,16
PSE,98004,2023-05-01,2409
PSE,98252,2024-11-01,267
PSE,98039,2023-11-01,72
PSE,98223,2024-03-01,64
NWN,98683,2022-11-01,450
NWN,98606,2025-05-01,82
Avista,99157,2025-07-01,53
Avista,99030,2021-11-01,33
PSE,98272,2024-12-01,859
PSE,98277,2021-08-01,2661
PSE,98579,2024-12-01,808
NWN,98682,2022-04-01,2587
NWN,98762,2024-12-01,0
CNG,98951,2025-01-01,69
CNG,98584,2025-01-01,169
CNG,98240,2025-03-01,17
PSE,98240,2023-08-01,217
PAC, 98935  ,2024-10-01,163
PSE,98373,2022-12-01,1760
PSE,98373,2021-12-01,1415
PSE,98177,2025-05-01,13
PSE,98597,2023-06-01,2573
Avista,99212,2025-09-01,1307
NWN,98665,2022-03-01,832
PSE,98596,2022-09-01,19
PSE,98467,2023-12-01,291
PSE,98404,2024-04-01,1043
PSE,98284,2022-04-01,1581
PSE,98580,2024-09-01,380
PSE,98418,2023-07-01,551
Avista,99138,2022-02-01,136
PSE,98372,2023-09-01,2118
PSE,98499,2023-11-01,727
PSE,98292,2021-12-01,43
PSE,98110,2023-07-01,1257
PSE,98396,2021-11-01,44
Avista,99141,2021-12-01,268
CNG,99336,2023-07-01,406
PSE,98027,2023-07-01,1550
NWN,98685,2023-06-01,798
PSE,(blank),2021-10-01,387
CNG,98271,2022-12-01,129
CNG,98223,2022-03-01,277
CNG,99344,2024-11-01,158
CNG,98312,2022-08-01,651
PSE,98465,2021-01-01,104
Avista,99207,2023-06-01,2010
Avista,99158,2021-02-01,17
PSE,98421,2022-12-01,7
PSE,98014,2022-03-01,558
Avista,99179,2024-04-01,24
PSE,98053,2023-11-01,373
PSE,98445,2023-08-01,1030
CNG,98557,2025-05-01,13
PSE,98244,2024-04-01,271
PSE,98421,2021-03-01,2
PSE,98340,2022-10-01,240
Avista,99402,2021-08-01,64
CNG,98225,2022-01-01,573
CNG,98901,2022-07-01,388
PSE,98926,2024-12-01,397
PSE,98104,2025-04-01,66
PSE,98366,2023-12-01,3159
Avista,99032,2025-04-01,19
Avista,99129,2024-09-01,68
Avista,99023,2024-12-01,12
NWN,98671,2023-08-01,461
PSE,98272,2022-02-01,341
NWN,98620,2025-02-01,0
Avista,99146,2025-04-01,4
PSE,98031,2022-01-01,2869
Avista,99026,2021-04-01,73
PAC, 98952  ,2024-04-01,86
Avista,99125,2023-05-01,28
Avista,99223,2023-05-01,1515
CNG,98277,2022-07-01,327
Avista,98620,2025-06-01,99
PSE,98465,2021-11-01,270
PSE,98371,2023-09-01,1722
CNG,98295,2023-09-01,48
PSE,98177,2025-02-01,437
PSE,98501,2024-07-01,3906
PSE,98589,2022-07-01,515
Avista,99171,2021-07-01,34
Avista,99016,2023-06-01,708
PAC,98920,2022-08-01,1
PSE,98104,2025-06-01,55
CNG,98528,2023-09-01,18
PSE,98027,2024-03-01,1551
CNG,98584,2022-03-01,120
