Utility,Year,Month,Zip Code,Late Fee Amount
PSE,2025,3,98516,0.0
PAC,2023,9,98903,0.0
Avista,2022,2,99104,0.0
PAC,2020,4,98933,0.0
Avista,2024,9,99126,0.0
PSE,2025,7,98166,0.0
CNG,2020,3,99338,123.38
PSE,2024,1,98065,0.0
PSE,2025,12,98116,0.0
PSE,2023,4,98237,0.0
PSE,2024,2,98168,0.0
CNG,2021,1,98370,0.0
CNG,2021,3,99338,0.0
Avista,2020,4,99026,0.0
CNG,2024,3,98295,0.0
Avista,2025,5,99022,0.0
Avista,2023,9,99030,0.0
Avista,2025,7,99402,0.0
NWN,2020,10,98662,0.0
PSE,2025,8,98360,0.0
PSE,2020,8,98036,0.0
PSE,2023,7,98022,0.0
Avista,2021,10,99224,0.0
PSE,2020,5,98266,0.0
Avista,2020,5,99141,0.0
PSE,2025,9,98372,0.0
PSE,2021,3,98273,0.0
Avista,2023,4,99117,0.0
PSE,2022,11,98501,0.0
Avista,2024,1,99033,0.0
PSE,2021,3,98390,0.0
Avista,2021,4,99001,0.0
NWN,2025,7,98607,0.0
PSE,2020,10,98512,0.0
NWN,2021,10,98648,0.0
NWN,2020,8,98661,0.0
Avista,2024,4,99402,0.0
PSE,2023,3,98406,0.0
PSE,2022,1,98178,0.0
PSE,2024,7,98006,0.0
PSE,2023,8,98532,0.0
PSE,2023,8,98466,0.0
NWN,2025,5,98684,0.0
CNG,2025,7,98528,0.0
Avista,2023,4,99157,0.0
PAC,2024,10,98953,0.0
CNG,2024,6,98311,0.0
PSE,2020,10,98133,0.0
PSE,2022,9,98024,0.0
PSE,2023,4,98031,0.0
PSE,2024,8,98237,0.0
PAC,2023,2,98937,0.0
PSE,2021,6,98579,0.0
PSE,2025,9,98439,0.0
CNG,2020,7,98257,0.0
PSE,2023,10,98106,0.0
PSE,2021,9,98058,0.0
NWN,2022,3,98685,0.0
PSE,2024,2,98224,0.0
PSE,2022,4,98597,0.0
Avista,2023,6,99208,0.0
PSE,2023,9,98178,0.0
PSE,2025,2,98023,0.0
Avista,2020,4,99403,0.0
CNG,2025,12,98936,0.0
NWN,2024,12,98684,0.0
CNG,2021,6,98244,0.0
CNG,2022,4,99301,0.0
CNG,2023,9,98310,0.0
Avista,2025,2,99037,0.0
PSE,2023,6,98003,0.0
PSE,2025,10,98105,0.0
Avista,2023,7,99344,0.0
NWN,2023,11,98119,0.0
CNG,2021,12,98276,0.0
PSE,2020,10,98248,0.0
PSE,2023,6,98005,0.0
PSE,2025,4,98012,0.0
PSE,2023,7,98040,0.0
PAC,2024,2,98903,0.0
CNG,2024,7,98944,0.0
NWN,2024,7,98620,0.0
PSE,2025,5,98024,0.0
Avista,2024,5,99034,0.0
PSE,2025,6,98204,0.0
NWN,2025,12,98686,0.0
PSE,2023,2,98024,0.0
Avista,2022,1,99146,0.0
CNG,2020,10,98932,0.0
Avista,2020,12,99170,0.0
PSE,2022,8,98387,0.0
PSE,2023,9,98022,0.0
NWN,2022,8,98762,0.0
NWN,2024,10,98127,0.0
CNG,2020,3,98837,118.04
PSE,2022,2,98244,0.0
Avista,2025,5,99219,0.0
CNG,2021,3,99337,0.0
PSE,2021,8,98532,0.0
PSE,2025,10,98092,0.0
PSE,2022,2,98372,0.0
PSE,2025,10,98597,0.0
PSE,2021,10,98059,0.0
PSE,2024,1,98424,0.0
CNG,2025,5,99350,0.0
CNG,2022,5,98233,0.0
Avista,2020,6,99173,0.0
PSE,2022,6,98312,0.0
PSE,2023,3,98027,0.0
Avista,2022,12,99260,0.0
Avista,2023,4,99170,0.0
Avista,2020,5,99014,0.0
PSE,2021,5,98498,0.0
NWN,2023,5,98660,0.0
PSE,2022,6,98001,0.0
NWN,2022,7,98661,0.0
PSE,2023,1,98506,0.0
PSE,2024,2,98052,0.0
Avista,2025,7,99163,0.0
PSE,2024,9,98038,0.0
CNG,2022,10,98248,0.0
PSE,2023,1,98503,0.0
Avista,2023,2,99026,0.0
PSE,2022,2,98391,0.0
PSE,2023,10,98032,0.0
PSE,2021,7,98446,0.0
CNG,2022,2,98277,0.0
Avista,2023,12,99185,0.0
Avista,2022,4,99220,0.0
CNG,2020,12,98226,0.0
PAC,2022,5,98951,0.0
Avista,2022,12,99122,0.0
PSE,2025,6,98203,0.0
NWN,2023,3,98620,0.0
PSE,2025,1,98383,0.0
NWN,2024,8,98664,0.0
CNG,2024,9,98310,0.0
PAC,2025,4,99323,0.34
PAC,2022,4,98952,0.0
PAC,2020,6,98930,0.0
NWN,2022,12,98674,0.0
PSE,2021,5,98579,0.0
PSE,2025,3,98501,0.0
Avista,2025,7,99040,0.0
CNG,2023,1,99362,0.0
Avista,2024,3,99403,0.0
PAC,2024,9,98944,0.0
PSE,2025,2,98439,0.0
PSE,2020,8,98270,0.0
PSE,2024,11,98037,0.0
CNG,2024,3,98802,0.0
CNG,2020,8,99301,0.0
PAC,2023,12,98901,0.0
PSE,2023,1,98004,0.0
PSE,2022,1,98409,0.0
PAC,2024,6,98923,0.0
PSE,2020,8,98321,0.0
PSE,2020,10,98024,0.0
CNG,2023,8,98276,0.0
PSE,2022,5,98503,0.0
PSE,2022,11,98052,0.0
PSE,2024,3,98108,0.0
NWN,2021,3,98664,0.0
CNG,2021,11,98944,0.0
Avista,2025,12,99122,0.0
Avista,2020,12,99103,0.0
Avista,2024,7,99223,0.0
PSE,2024,1,98047,0.0
PSE,2022,12,98467,0.0
CNG,2025,3,98936,0.0
CNG,2020,1,98801,0.0
NWN,2025,6,97388,0.0
PSE,2023,11,98198,0.0
Avista,2024,2,99164,0.0
PSE,2021,12,98409,0.0
NWN,2023,12,98665,0.0
PSE,2021,4,98005,0.0
PAC,2021,6,98937,0.0
PSE,2021,5,98201,0.0
PSE,2022,10,98244,0.0
PAC,2021,6,98944,0.0
Avista,2020,4,99033,0.0
PSE,2021,1,98199,0.0
Avista,2021,5,99031,0.0
CNG,2020,10,98225,0.0
PSE,2024,1,98028,0.0
PAC,2022,2,99350,0.0
NWN,2024,8,98682,0.0
CNG,2023,12,98948,0.0
PSE,2023,5,98003,0.0
PSE,2023,4,98516,0.0
Avista,2021,1,99181,0.0
PSE,2021,7,98418,0.0
PSE,2024,11,98006,0.0
NWN,2024,7,98208,0.0
NWN,2021,11,98686,0.0
PSE,2020,9,98109,0.0
NWN,2024,4,98668,0.0
PSE,2024,4,98502,0.0
PSE,2021,8,98126,0.0
PSE,2022,6,98032,0.0
Avista,2025,6,99204,0.0
Avista,2025,8,99126,0.0
Avista,2023,1,99014,0.0
PAC,2022,4,98923,0.0
CNG,2025,5,98337,0.0
PSE,2020,3,98934,0.0
Avista,2023,1,99179,0.0
NWN,2021,4,98660,0.0
Avista,2022,10,99141,0.0
CNG,2024,10,98274,0.0
PSE,2021,6,98467,0.0
Avista,2022,8,99027,0.0
PSE,2021,12,98155,0.0
CNG,2025,12,98367,0.0
CNG,2020,8,99323,0.0
PSE,2021,4,98006,0.0
PSE,2020,4,98029,0.0
PSE,2025,4,98596,0.0
Avista,2024,1,99157,0.0
CNG,2021,11,98345,0.0
PSE,2023,10,98204,0.0
PSE,2024,11,98052,0.0
Avista,2020,8,99023,0.0
CNG,2024,5,98383,0.0
CNG,2022,5,98930,0.0
PSE,2023,1,98065,0.0
PSE,2020,3,98327,0.0
PSE,2025,3,98108,0.0
PSE,2020,7,98498,0.0
Avista,2020,9,99026,0.0
PSE,2025,2,98177,0.0
PSE,2025,2,98516,0.0
PSE,2021,5,98109,0.0
CNG,2025,1,98310,0.0
CNG,2020,10,98230,0.0
Avista,2022,9,99206,0.0
CNG,2023,11,99353,0.0
PSE,2024,9,98104,0.0
Avista,2023,4,99141,0.0
PSE,2024,7,98225,0.0
PSE,2024,9,98422,0.0
PAC,2020,9,98936,0.0
Avista,2021,3,99174,0.0
PSE,2021,1,98168,0.0
PSE,2022,5,98270,0.0
Avista,2023,4,99219,0.0
CNG,2025,2,98367,0.0
PAC,2024,5,99329,0.0
PSE,2023,9,98404,0.0
PAC,2022,2,98951,0.0
NWN,2020,10,98642,0.0
Avista,2022,7,99143,0.0
PSE,2022,4,98258,0.0
PSE,2024,12,98337,0.0
CNG,2025,3,98282,0.0
PSE,2021,8,98371,0.0
PSE,2023,1,98106,0.0
Avista,2023,8,99216,0.0
PSE,2021,1,98502,0.0
PSE,2025,11,98233,0.0
PSE,2024,7,98589,0.0
PAC,2021,1,98939,0.0
Avista,2021,10,99026,0.0
PSE,2020,11,98516,0.0
PSE,2023,7,98001,0.0
PSE,2022,3,98106,0.0
PSE,2023,7,98467,0.0
PAC,2022,9,98944,0.0
PSE,2022,2,98108,0.0
Avista,2025,1,99218,0.0
PSE,2025,9,98199,0.0
Avista,2024,1,99006,0.0
NWN,2025,5,98617,0.0
NWN,2021,11,98604,0.0
PSE,2020,11,98446,0.0
PSE,2020,12,98260,0.0
Avista,2020,7,99344,0.0
PSE,2023,1,98023,0.0
PSE,2020,11,98092,0.0
Avista,2024,6,99326,0.0
PSE,2022,10,98337,0.0
PSE,2024,6,98074,0.0
NWN,2022,10,98307,0.0
PSE,2021,6,98244,0.0
PAC,2021,1,99328,0.0
PAC,2022,6,99363,0.0
CNG,2020,6,98837,0.0
CNG,2022,10,98314,0.0
PSE,2023,12,98230,0.0
PSE,2021,1,98188,0.0
PSE,2021,12,98001,0.0
PSE,2024,2,98101,0.0
PSE,2025,6,98133,0.0
CNG,2020,1,98837,0.0
Avista,2020,5,99137,0.0
PSE,2025,7,98045,0.0
PSE,2022,7,98052,0.0
PSE,2021,8,98466,0.0
PSE,2024,8,98023,0.0
Avista,2021,4,99403,0.0
PSE,2025,4,98446,0.0
Avista,2025,7,99129,0.0
PSE,2024,11,98010,0.0
Avista,2020,5,99151,0.0
Avista,2021,6,99341,0.0
PSE,2022,6,98283,0.0
CNG,2024,2,98625,0.0
CNG,2021,8,98524,0.0
CNG,2022,1,98271,0.0
Avista,2021,4,99224,0.0
CNG,2020,6,98223,0.0
CNG,2024,11,98936,0.0
PSE,2020,12,98225,0.0
PAC,2024,5,99361,0.0
PSE,2023,12,98576,0.0
NWN,2021,6,98762,0.0
CNG,2021,9,98276,0.0
Avista,2022,4,99179,0.0
PAC,2021,11,99348,0.0
Avista,2024,9,99170,0.0
Avista,2025,7,99146,0.0
Avista,2020,10,99037,0.0
PSE,2022,4,98337,0.0
PSE,2024,11,98065,0.0
PSE,2023,7,98270,0.0
Avista,2022,7,99018,0.0
PSE,2021,2,98375,0.0
PSE,2023,4,98359,0.0
PSE,2022,4,98006,0.0
PSE,2025,10,98043,0.0
PAC,2021,2,98937,0.0
Avista,2022,4,99126,0.0
CNG,2024,1,98264,0.0
CNG,2024,7,98225,0.0
PSE,2022,8,98118,0.0
PSE,2020,9,98106,0.0
Avista,2020,11,99206,0.0
PSE,2020,7,98087,0.0
PSE,2021,1,98148,0.0
PSE,2021,2,98589,0.0
CNG,2023,6,99338,0.0
Avista,2022,8,99403,0.0
PSE,2020,4,98005,0.0
CNG,2022,5,98520,0.0
Avista,2025,7,99228,0.0
Avista,2020,12,99223,0.0
PSE,2024,5,98055,0.0
CNG,2023,7,98903,0.0
Avista,2024,5,99219,0.0
CNG,2022,7,98908,0.0
Avista,2025,12,99204,0.0
PSE,2021,3,98105,0.0
CNG,2024,2,98550,0.0
PSE,2023,6,98118,0.0
CNG,2021,6,98908,0.0
PSE,2023,12,98366,0.0
PSE,2023,1,98372,0.0
PSE,2025,10,98072,0.0
PSE,2023,5,98402,0.0
Avista,2021,1,99170,0.0
Avista,2021,10,99201,0.0
Avista,2020,7,99223,0.0
PSE,2025,3,98310,0.0
CNG,2022,5,99301,0.0
PSE,2023,5,98221,0.0
CNG,2023,8,98944,0.0
PSE,2021,10,98007,0.0
CNG,2023,5,98557,0.0
CNG,2025,7,98240,0.0
CNG,2023,3,98625,0.0
PSE,2022,9,98109,0.0
CNG,2021,9,99354,0.0
PSE,2021,8,98230,0.0
Avista,2024,2,99179,0.0
CNG,2020,10,98930,0.0
Avista,2022,9,99260,0.0
NWN,2022,2,98671,0.0
NWN,2021,2,98864,0.0
PSE,2022,6,98359,0.0
CNG,2022,9,98674,0.0
Avista,2021,12,99032,0.0
PSE,2024,7,98109,0.0
PSE,2021,7,98501,0.0
PSE,2025,6,98007,0.0
Avista,2024,2,99335,0.0
CNG,2025,10,98220,0.0
PSE,2020,9,98284,0.0
CNG,2022,2,98225,0.0
Avista,2021,2,99185,0.0
Avista,2024,7,99009,0.0
Avista,2023,6,99157,0.0
PSE,2020,12,98102,0.0
Avista,2022,12,99103,0.0
CNG,2021,11,98232,0.0
CNG,2021,4,98257,0.0
PSE,2023,5,98024,0.0
NWN,2022,6,98665,0.0
PSE,2022,8,98199,0.0
CNG,2020,9,98274,0.0
CNG,2022,10,98230,0.0
PSE,2025,12,98439,0.0
PSE,2025,6,98418,0.0
Avista,2024,4,99207,0.0
PSE,2023,2,98926,0.0
CNG,2022,2,99336,0.0
NWN,2023,4,98660,0.0
PAC,2023,10,98901,0.0
Avista,2021,5,99158,0.0
NWN,2023,5,98617,0.0
PSE,2025,8,98144,0.0
CNG,2024,10,98557,0.0
CNG,2024,12,98273,0.0
Avista,2024,7,99149,0.0
PSE,2021,5,98346,0.0
Avista,2021,5,99228,0.0
PSE,2024,7,98074,0.0
CNG,2024,8,99350,0.0
Avista,2022,3,99223,0.0
PSE,2024,6,98367,0.0
Avista,2025,9,99138,0.0
PSE,2021,8,98105,0.0
PSE,2023,9,98047,0.0
NWN,2021,4,98026,0.0
CNG,2022,5,98908,0.0
NWN,2023,5,98675,0.0
CNG,2025,6,98837,0.0
PSE,2020,7,98188,0.0
PSE,2022,8,98065,0.0
Avista,2023,8,99205,0.0
Avista,2021,1,99161,0.0
CNG,2022,12,98550,0.0
CNG,2021,4,98528,0.0
CNG,2021,8,98276,0.0
NWN,2023,5,98683,0.0
PSE,2020,9,98466,0.0
NWN,2025,12,98762,0.0
PSE,2024,4,98922,0.0
CNG,2023,9,98284,0.0
NWN,2022,1,98672,0.0
PSE,2023,2,98059,0.0
PSE,2021,2,98003,0.0
CNG,2023,3,98284,0.0
NWN,2025,6,98666,0.0
PSE,2021,6,98531,0.0
PSE,2022,8,98237,0.0
NWN,2024,8,98665,0.0
PSE,2025,9,98270,0.0
CNG,2025,7,99324,0.0
PSE,2025,8,98418,0.0
Avista,2022,12,99205,0.0
Avista,2023,4,99103,0.0
Avista,2025,4,98620,0.0
NWN,2023,3,98605,0.0
PSE,2023,5,98208,0.0
CNG,2025,11,98550,0.0
Avista,2022,1,99005,0.0
PSE,2025,2,98272,0.0
PSE,2024,5,98374,0.0
Avista,2020,8,99202,0.0
PSE,2021,12,98032,0.0
PSE,2025,8,98005,0.0
CNG,2023,1,98225,0.0
Avista,2024,11,99004,0.0
Avista,2020,3,99161,0.0
PSE,2021,7,98370,0.0
PSE,2021,2,98579,0.0
CNG,2022,3,98936,0.0
PSE,2024,7,98092,0.0
PAC,2023,1,98938,0.0
Avista,2025,8,99403,0.0
NWN,2020,12,98629,0.0
Avista,2022,3,99335,0.0
PAC,2023,8,99329,0.0
CNG,2025,11,98221,0.0
PAC,2023,4,98952,0.0
Avista,2023,5,99260,0.0
PSE,2023,6,98392,0.0
PSE,2023,4,98178,0.0
PAC,2023,5,98938,0.0
CNG,2022,7,98901,0.0
PAC,2020,4,98942,0.0
CNG,2025,10,98310,0.0
CNG,2023,5,98366,0.0
PSE,2023,12,98059,0.0
NWN,2023,3,98686,0.0
Avista,2025,5,99020,0.0
PSE,2023,5,98284,0.0
NWN,2021,6,98626,0.0
Avista,2025,10,99173,0.0
PSE,2025,9,98056,0.0
PSE,2021,7,98271,0.0
PSE,2025,3,98391,0.0
PSE,2020,11,98372,0.0
PSE,2020,4,98112,0.0
PSE,2021,6,98439,0.0
NWN,2023,3,98666,0.0
PSE,2021,1,98360,0.0
CNG,2024,3,98226,0.0
PSE,2024,8,98034,0.0
PSE,2020,10,98422,0.0
Avista,2025,7,99149,0.0
Avista,2022,11,99018,0.0
Avista,2022,6,99204,0.0
CNG,2023,3,98220,0.0
CNG,2020,6,99323,0.0
PSE,2023,7,98119,0.0
PAC,2022,6,99328,0.0
NWN,2024,11,98686,0.0
PSE,2024,1,98007,0.0
CNG,2021,12,98244,0.0
CNG,2020,5,99350,0.0
CNG,2025,8,98367,0.0
Avista,2024,11,99149,0.0
PSE,2021,12,98327,0.0
PSE,2023,7,98056,0.0
CNG,2025,8,98563,0.0
CNG,2020,10,99301,0.0
CNG,2022,11,98903,0.0
PSE,2022,12,98029,0.0
PSE,2020,12,98262,0.0
CNG,2022,3,98557,0.0
CNG,2022,11,98584,0.0
PSE,2024,2,98021,0.0
PSE,2022,8,98274,0.0
Avista,2025,11,99144,0.0
PSE,2020,9,98026,0.0
NWN,2020,6,98675,0.0
PSE,2025,11,98342,0.0
PSE,2021,4,98204,0.0
PSE,2020,4,98402,0.0
PSE,2023,5,98367,0.0
CNG,2023,9,98524,0.0
PSE,2024,10,98065,0.0
Avista,2025,11,99181,0.0
CNG,2022,2,99362,0.0
PSE,2021,6,98002,0.0
CNG,2024,7,99362,0.0
CNG,2024,7,98674,0.0
Avista,2024,8,99103,0.0
Avista,2023,10,99022,0.0
Avista,2025,5,99141,0.0
Avista,2025,8,99130,0.0
Avista,2021,7,99218,0.0
PSE,2024,10,98022,0.0
CNG,2021,6,98936,0.0
NWN,2024,11,98675,0.0
PSE,2023,4,98934,0.0
CNG,2025,12,98273,0.0
PAC,2025,12,99362,52.14
Avista,2020,11,99341,0.0
NWN,2025,11,98629,0.0
CNG,2024,2,98311,0.0
PSE,2025,1,98221,0.0
PSE,2025,3,98290,0.0
PSE,2023,2,98056,0.0
PSE,2024,3,98335,0.0
PSE,2021,4,98248,0.0
NWN,2023,6,97301,0.0
PSE,2024,6,98070,0.0
PSE,2025,11,98037,0.0
CNG,2021,2,98524,0.0
PSE,2023,5,98148,0.0
PSE,2023,10,98388,0.0
CNG,2025,1,98528,0.0
PSE,2021,9,98021,0.0
PAC,2024,4,98948,0.0
Avista,2023,5,99012,0.0
Avista,2023,4,99181,0.0
PSE,2025,11,98057,0.0
PSE,2020,5,98002,0.0
PSE,2021,8,98104,0.0
PSE,2022,5,98168,0.0
Avista,2024,4,99174,0.0
Avista,2024,9,99128,0.0
PSE,2020,12,98021,0.0
Avista,2020,3,99101,0.0
PSE,2020,12,98109,0.0
CNG,2024,6,98902,0.0
Avista,2024,10,99001,0.0
PSE,2022,3,98055,0.0
NWN,2024,11,98642,0.0
PSE,2025,2,98028,0.0
PSE,2023,11,98117,0.0
CNG,2022,7,98936,0.0
Avista,2022,3,99029,0.0
Avista,2025,5,99205,0.0
CNG,2024,12,98953,0.0
PSE,2023,1,98277,0.0
Avista,2020,11,99103,0.0
PSE,2021,11,98052,0.0
PSE,2025,1,98934,0.0
Avista,2025,7,99131,0.0
Avista,2020,10,99161,0.0
PSE,2025,2,98422,0.0
PSE,2025,12,98040,0.0
Avista,2024,6,99185,0.0
Avista,2025,8,99224,0.0
NWN,2023,11,98628,0.0
PSE,2022,3,98418,0.0
PSE,2023,11,98244,0.0
PSE,2024,3,98244,0.0
PAC,2021,4,98948,0.0
Avista,2025,1,99156,0.0
Avista,2024,10,99146,0.0
Avista,2022,4,99146,0.0
PSE,2020,4,98125,0.0
PAC,2022,9,99362,0.0
PSE,2022,3,98531,0.0
PSE,2021,9,98102,0.0
PAC,2021,1,98947,0.0
PSE,2020,5,98051,0.0
PSE,2022,1,98121,0.0
PSE,2025,12,98466,0.0
CNG,2021,4,98314,0.0
Avista,2022,10,99003,0.0
PSE,2024,7,98310,0.0
NWN,2022,6,98684,0.0
Avista,2021,7,99030,0.0
PSE,2022,4,98002,0.0
PSE,2025,5,98360,0.0
Avista,2023,7,99204,0.0
PSE,2024,10,98166,0.0
PAC,2024,8,98937,0.0
NWN,2022,11,98127,0.0
PSE,2022,6,98388,0.0
Avista,2025,6,99009,0.0
Avista,2022,5,99023,0.0
Avista,2022,7,99131,0.0
PSE,2024,9,98116,0.0
Avista,2021,6,99022,0.0
Avista,2022,10,99156,0.0
PSE,2021,8,98059,0.0
CNG,2024,1,98837,0.0
PSE,2021,6,98338,0.0
Avista,2022,3,99185,0.0
PSE,2025,2,98106,0.0
NWN,2021,8,98208,0.0
PSE,2022,5,98023,0.0
NWN,2022,3,98628,0.0
Avista,2022,8,99202,0.0
PAC,2021,2,98903,0.0
CNG,2020,8,98276,0.0
Avista,2024,9,99141,0.0
PSE,2021,4,98104,0.0
NWN,2020,3,98119,0.0
Avista,2023,12,99341,0.0
PSE,2023,1,98439,0.0
PSE,2020,8,98043,0.0
PSE,2023,8,98506,0.0
PSE,2024,5,98274,0.0
CNG,2024,8,98674,0.0
NWN,2022,11,98664,0.0
NWN,2022,12,98626,0.0
CNG,2024,2,99338,0.0
NWN,2020,9,98682,0.0
CNG,2024,3,98557,0.0
PSE,2022,10,98112,0.0
CNG,2024,10,98848,0.0
PSE,2022,6,98531,0.0
PSE,2021,7,98579,0.0
PAC,2023,7,98923,0.0
Avista,2023,1,99164,0.0
NWN,2025,11,98208,0.0
Avista,2023,7,99228,0.0
Avista,2024,3,99164,0.0
PSE,2022,3,98221,0.0
PAC,2023,5,98951,0.0
NWN,2024,9,98642,0.0
PSE,2020,12,98446,0.0
CNG,2024,11,98295,0.0
CNG,2023,1,98284,0.0
PSE,2021,6,98221,0.0
PSE,2025,1,98311,0.0
PSE,2021,9,98406,0.0
Avista,2023,4,99144,0.0
NWN,2024,1,98660,0.0
PSE,2025,4,98388,0.0
CNG,2023,1,98802,0.0
PSE,2022,4,98230,0.0
Avista,2024,5,99004,0.0
PSE,2023,6,98001,0.0
Avista,2025,11,99208,0.0
PSE,2022,11,98532,0.0
NWN,2021,4,98307,0.0
PSE,2021,10,98310,0.0
PSE,2021,11,98199,0.0
CNG,2020,11,99344,0.0
PAC,2020,5,98937,0.0
CNG,2020,2,99352,0.0
PSE,2021,8,98012,0.0
PSE,2023,11,98168,0.0
NWN,2024,4,98642,0.0
CNG,2023,3,98233,0.0
PSE,2024,7,98312,0.0
PSE,2023,5,98032,0.0
PSE,2022,2,98065,0.0
PSE,2024,12,98270,0.0
PSE,2025,6,98144,0.0
Avista,2024,9,99008,0.0
CNG,2024,2,98520,0.0
Avista,2024,4,99203,0.0
NWN,2025,7,98610,0.0
CNG,2024,8,98520,0.0
PSE,2021,10,98367,0.0
Avista,2021,1,99223,0.0
CNG,2021,7,98229,0.0
CNG,2025,3,98541,0.0
Avista,2021,6,99228,0.0
Avista,2021,9,99220,0.0
PSE,2020,8,98002,0.0
Avista,2021,10,99170,0.0
Avista,2025,4,99219,0.0
PAC,2023,3,98947,0.0
PSE,2021,10,98531,0.0
PSE,2023,1,98405,0.0
PSE,2025,6,98233,0.0
Avista,2021,2,99114,0.0
PAC,2020,10,99361,0.0
PSE,2022,1,98146,0.0
Avista,2021,8,99216,0.0
Avista,2024,7,99018,0.0
NWN,2021,5,98607,0.0
PSE,2024,2,98166,0.0
PAC,2024,9,99362,0.0
CNG,2023,11,98310,0.0
Avista,2022,9,99208,0.0
PSE,2021,1,98226,0.0
PSE,2025,4,98004,0.0
Avista,2022,10,99128,0.0
CNG,2025,2,98233,0.0
PSE,2025,9,98467,0.0
PSE,2024,12,98391,0.0
PSE,2020,3,98390,0.0
PSE,2023,4,98275,0.0
NWN,2025,2,97301,0.0
PSE,2025,8,98262,0.0
CNG,2022,5,98244,0.0
PSE,2020,9,98001,0.0
PSE,2024,1,98335,0.0
PSE,2021,6,98034,0.0
Avista,2023,7,99224,0.0
PSE,2020,11,98103,0.0
CNG,2022,5,98953,0.0
Avista,2025,8,99025,0.0
PSE,2025,9,98118,0.0
Avista,2023,11,99208,0.0
PSE,2022,11,98058,0.0
CNG,2022,7,98557,0.0
PSE,2023,7,98057,0.0
NWN,2023,12,98605,0.0
PSE,2020,10,98105,0.0
NWN,2025,1,98683,0.0
Avista,2020,8,99173,0.0
PSE,2022,9,98439,0.0
PSE,2021,8,98255,0.0
PSE,2020,8,98512,0.0
PSE,2021,12,98404,0.0
PSE,2022,8,98409,0.0
PSE,2020,4,98102,0.0
CNG,2025,10,98230,0.0
PSE,2024,11,98237,0.0
Avista,2023,1,99113,0.0
PSE,2025,8,98056,0.0
NWN,2021,9,98127,0.0
PAC,2022,10,98903,0.0
PAC,2021,2,98921,0.0
Avista,2025,7,99009,0.0
Avista,2021,11,99032,0.0
PSE,2020,5,98576,0.0
Avista,2021,11,99113,0.0
PAC,2020,7,98947,0.0
PSE,2021,6,98027,0.0
PSE,2024,4,98032,0.0
CNG,2021,5,98232,0.0
CNG,2021,10,98848,0.0
PAC,2022,11,98952,0.0
Avista,2023,5,99208,0.0
PSE,2023,1,98335,0.0
PSE,2022,1,98312,0.0
Avista,2023,1,99109,0.0
CNG,2020,6,99354,0.0
CNG,2025,8,98310,0.0
PSE,2024,5,98271,0.0
PSE,2025,10,98024,0.0
PSE,2023,11,98273,0.0
PAC,2022,4,99361,0.0
Avista,2024,7,99113,0.0
NWN,2020,10,98683,0.0
PAC,2023,8,99362,0.0
PSE,2025,7,98125,0.0
Avista,2022,7,99003,0.0
Avista,2021,8,99204,0.0
PSE,2021,2,98383,0.0
Avista,2020,7,99371,0.0
NWN,2022,6,98639,0.0
Avista,2022,11,99001,0.0
Avista,2022,6,99021,0.0
Avista,2023,8,99109,0.0
CNG,2020,5,99301,0.0
PSE,2021,6,98051,0.0
PSE,2025,11,98204,0.0
Avista,2024,12,99019,0.0
PSE,2020,9,98596,0.0
Avista,2021,12,99260,0.0
Avista,2024,2,99117,0.0
Avista,2023,7,99134,0.0
PSE,2020,4,98051,0.0
PSE,2024,8,98057,0.0
PAC,2023,8,98944,0.0
PAC,2023,6,99350,0.0
PSE,2022,3,98087,0.0
Avista,2025,7,99012,0.0
CNG,2020,2,98932,0.0
Avista,2025,11,99022,0.0
Avista,2020,11,99344,0.0
PAC,2021,11,99329,0.0
CNG,2025,12,98625,0.0
NWN,2021,1,98208,0.0
PSE,2023,9,98446,0.0
PSE,2023,5,98006,0.0
PSE,2023,9,98512,0.0
Avista,2022,4,99143,0.0
PSE,2020,11,98023,0.0
PSE,2022,9,98321,0.0
PAC,2021,12,99323,0.0
PSE,2022,5,98266,0.0
Avista,2020,12,99016,0.0
Avista,2024,8,99030,0.0
PSE,2023,12,98244,0.0
PSE,2023,1,98576,0.0
CNG,2024,10,98247,0.0
PAC,2020,1,98923,124.0
NWN,2020,6,98620,0.0
PAC,2020,9,98930,0.0
CNG,2020,8,98524,0.0
CNG,2022,8,99336,0.0
CNG,2020,3,98312,828.9
CNG,2020,4,98226,0.0
CNG,2021,6,98951,0.0
PSE,2022,5,98188,0.0
CNG,2022,4,98311,0.0
PSE,2020,11,98028,0.0
PSE,2020,7,98004,0.0
CNG,2022,11,99301,0.0
Avista,2024,10,99341,0.0
CNG,2020,11,98908,0.0
PSE,2022,12,98074,0.0
Avista,2022,6,99023,0.0
PSE,2021,8,98004,0.0
Avista,2025,5,99170,0.0
PSE,2023,4,98126,0.0
PSE,2024,8,98274,0.0
PAC,2020,1,98936,437.0
Avista,2021,7,99032,0.0
NWN,2023,8,98307,0.0
PSE,2021,10,98208,0.0
CNG,2025,11,98244,0.0
PSE,2023,12,98260,0.0
NWN,2021,9,97301,0.0
PSE,2021,1,98003,0.0
PSE,2024,10,98439,0.0
PSE,2020,10,98059,0.0
PSE,2020,4,98043,0.0
CNG,2022,6,98541,0.0
PSE,2020,5,98204,0.0
PAC,2024,4,98923,0.0
PSE,2024,12,98119,0.0
Avista,2025,12,99129,0.0
PSE,2024,12,98371,0.0
NWN,2021,4,98642,0.0
Avista,2024,12,99113,0.0
CNG,2021,3,98528,0.0
