Utility,Year,Month,Zip Code,Late Fee Amount
CNG,2025,2,98837,0.0
Avista,2024,6,98857,0.0
Avista,2021,7,99040,0.0
PSE,2021,9,98059,0.0
PAC,2020,8,98932,0.0
CNG,2024,5,98948,0.0
PSE,2023,8,98597,0.0
Avista,2020,8,99012,0.0
Avista,2024,12,99012,0.0
PAC,2022,1,98936,0.0
PSE,2021,10,98371,0.0
Avista,2024,7,99171,0.0
PAC,2022,10,98932,0.0
Avista,2023,6,99161,0.0
CNG,2021,9,98944,0.0
PSE,2024,11,98146,0.0
PSE,2023,6,98105,0.0
Avista,2025,4,99212,0.0
Avista,2023,8,99003,0.0
PSE,2022,11,98506,0.0
CNG,2021,2,98625,0.0
NWN,2020,4,98675,0.0
CNG,2025,1,98292,0.0
PSE,2022,6,98335,0.0
NWN,2025,1,98125,0.0
Avista,2024,8,99202,0.0
PSE,2021,9,98371,0.0
CNG,2022,3,98383,0.0
Avista,2025,12,99144,0.0
PSE,2025,8,98070,0.0
PSE,2023,9,98225,0.0
NWN,2022,10,98762,0.0
PSE,2024,9,98224,0.0
CNG,2023,1,98240,0.0
PSE,2021,7,98934,0.0
CNG,2022,4,98801,0.0
PSE,2020,5,98022,0.0
PSE,2020,7,98266,0.0
PSE,2023,9,98390,0.0
NWN,2023,8,98668,0.0
PSE,2020,5,98059,0.0
PSE,2023,12,98074,0.0
PSE,2023,3,98125,0.0
Avista,2024,11,99158,0.0
PSE,2022,10,98391,0.0
NWN,2023,6,97031,0.0
Avista,2022,7,99148,0.0
PAC,2023,10,99362,0.0
Avista,2022,8,99161,0.0
PSE,2022,11,98445,0.0
Avista,2023,2,99218,0.0
Avista,2020,9,99371,0.0
PSE,2024,10,98105,0.0
CNG,2021,2,99324,0.0
PSE,2023,7,98070,0.0
Avista,2022,11,99163,0.0
NWN,2025,12,98662,0.0
Avista,2024,3,99001,0.0
PAC,2023,6,98953,0.0
Avista,2021,9,99126,0.0
PAC,2020,6,98937,0.0
PSE,2022,6,98028,0.0
Avista,2022,8,99011,0.0
Avista,2021,9,99151,0.0
PSE,2021,11,98277,0.0
PSE,2021,1,98007,0.0
Avista,2024,7,99341,0.0
PSE,2020,3,98255,0.0
CNG,2022,3,98240,0.0
Avista,2022,6,99171,0.0
NWN,2023,8,98682,0.0
PSE,2022,11,98036,0.0
NWN,2022,10,98604,0.0
PSE,2022,8,98390,0.0
Avista,2021,6,99129,0.0
PSE,2024,6,98036,0.0
Avista,2022,2,99125,0.0
PSE,2025,8,98047,0.0
PSE,2023,11,98008,0.0
Avista,2020,7,99130,0.0
PSE,2023,4,98026,0.0
NWN,2025,6,98307,0.0
PSE,2025,12,98270,0.0
PSE,2020,11,98934,0.0
PSE,2024,11,98005,0.0
PSE,2022,9,98271,0.0
Avista,2025,8,99260,0.0
Avista,2021,6,99202,0.0
PSE,2024,6,98119,0.0
PSE,2021,10,98258,0.0
Avista,2025,6,99011,0.0
PSE,2024,2,98042,0.0
PSE,2022,12,98105,0.0
CNG,2021,5,99344,0.0
Avista,2020,11,99104,0.0
PSE,2025,4,98597,0.0
CNG,2021,4,98903,0.0
PSE,2024,5,98168,0.0
Avista,2021,3,99341,0.0
Avista,2020,9,99160,0.0
NWN,2023,12,98682,0.0
Avista,2024,10,99260,0.0
PSE,2024,1,98166,0.0
CNG,2025,12,98944,0.0
Avista,2022,9,99011,0.0
CNG,2023,9,98345,0.0
PSE,2023,1,98327,0.0
PSE,2020,3,98237,0.0
Avista,2022,9,99111,0.0
Avista,2020,3,99151,0.0
NWN,2021,3,98648,0.0
PSE,2023,5,98312,0.0
PSE,2023,7,98513,0.0
Avista,2025,9,99156,0.0
CNG,2022,11,98942,0.0
CNG,2024,6,98232,0.0
PAC,2021,1,98938,0.0
Avista,2020,11,99146,0.0
PSE,2023,4,98408,0.0
CNG,2021,8,98273,0.0
CNG,2023,7,98232,0.0
PSE,2023,4,98059,0.0
Avista,2023,9,99260,0.0
PSE,2020,7,98133,0.0
CNG,2024,11,98611,0.0
PAC,2020,10,99347,0.0
PSE,2023,8,98422,0.0
PSE,2023,2,98284,0.0
PSE,2023,5,98178,0.0
Avista,2023,12,99113,0.0
PAC,2022,12,98908,0.0
CNG,2021,11,98247,0.0
NWN,2021,8,97031,0.0
PAC,2020,11,98939,0.0
Avista,2025,12,99151,0.0
PAC,2024,12,99348,0.0
NWN,2020,5,98610,0.0
PSE,2024,11,98503,0.0
CNG,2020,1,98226,0.0
PSE,2021,6,98178,0.0
Avista,2022,10,99218,0.0
Avista,2024,8,99158,0.0
Avista,2024,1,99216,0.0
Avista,2023,11,99012,0.0
NWN,2021,3,98666,0.0
Avista,2021,2,99040,0.0
PSE,2020,4,98108,0.0
PSE,2024,3,98512,0.0
Avista,2023,11,99185,0.0
Avista,2025,3,99157,0.0
NWN,2023,5,98628,0.0
Avista,2025,6,99034,0.0
CNG,2022,3,98271,0.0
Avista,2021,3,99009,0.0
Avista,2022,11,99141,0.0
PSE,2024,5,98370,0.0
Avista,2022,7,99208,0.0
PSE,2024,11,98198,0.0
PSE,2021,8,98373,0.0
Avista,2024,3,99031,0.0
PSE,2020,8,98011,0.0
PSE,2024,4,98272,0.0
CNG,2022,10,98902,0.0
Avista,2020,4,99146,0.0
PSE,2021,11,98273,0.0
Avista,2024,6,99144,0.0
PSE,2023,7,98257,0.0
CNG,2024,11,98625,0.0
PSE,2024,3,98116,0.0
Avista,2022,6,99122,0.0
Avista,2025,4,99216,0.0
CNG,2023,3,98901,0.0
PSE,2021,4,98034,0.0
PSE,2024,10,98221,0.0
PSE,2021,11,98168,0.0
PSE,2021,4,98112,0.0
PSE,2022,12,98019,0.0
NWN,2024,9,98125,0.0
PSE,2021,1,98001,0.0
NWN,2025,2,98668,0.0
PSE,2021,4,98224,0.0
PSE,2020,8,98110,0.0
Avista,2022,4,99129,0.0
PAC,2022,6,99324,0.0
NWN,2020,10,98628,0.0
PSE,2023,1,98338,0.0
Avista,2022,8,99003,0.0
Avista,2022,5,99001,0.0
Avista,2021,2,99228,0.0
Avista,2025,11,99130,0.0
PSE,2021,4,98057,0.0
PSE,2021,8,98006,0.0
NWN,2023,9,97031,0.0
PAC,2024,7,99363,0.0
Avista,2021,12,99001,0.0
Avista,2022,4,99157,0.0
PSE,2022,8,98499,0.0
NWN,2020,12,98620,0.0
PSE,2024,3,98030,0.0
Avista,2024,8,99203,0.0
PSE,2023,8,98405,0.0
Avista,2022,11,99031,0.0
Avista,2025,3,99034,0.0
PSE,2020,5,98934,0.0
PSE,2021,1,98203,0.0
CNG,2020,11,98366,0.0
CNG,2020,9,98848,0.0
PSE,2025,3,98112,0.0
PSE,2025,5,98155,0.0
NWN,2025,8,98660,0.0
PSE,2025,4,98208,0.0
CNG,2023,6,98264,0.0
PSE,2022,4,98516,0.0
NWN,2022,6,98026,0.0
CNG,2023,4,98674,0.0
Avista,2021,4,99023,0.0
PSE,2024,6,98005,0.0
CNG,2024,5,98277,0.0
PSE,2024,8,98188,0.0
Avista,2025,11,99005,0.0
CNG,2020,11,98232,0.0
PSE,2022,4,98166,0.0
Avista,2023,10,99001,0.0
NWN,2021,5,98661,0.0
CNG,2024,2,98221,0.0
PSE,2023,7,98366,0.0
PSE,2025,11,98005,0.0
PSE,2020,3,98244,0.0
CNG,2023,4,98837,0.0
NWN,2021,2,98660,0.0
PSE,2021,9,98006,0.0
NWN,2024,3,98307,0.0
PSE,2020,4,98405,0.0
Avista,2023,3,99013,0.0
PSE,2022,6,98270,0.0
PAC,2023,4,98948,0.0
Avista,2020,7,99185,0.0
NWN,2022,12,98307,0.0
PSE,2025,10,98198,0.0
PSE,2020,6,98006,0.0
CNG,2022,2,98951,0.0
PSE,2024,10,98059,0.0
PSE,2025,11,98002,0.0
NWN,2020,11,97388,0.0
CNG,2022,5,99350,0.0
Avista,2020,4,99005,0.0
PSE,2023,1,98502,0.0
NWN,2023,4,98686,0.0
PAC,2021,10,99361,0.0
Avista,2024,8,99109,0.0
PSE,2023,5,98177,0.0
Avista,2021,3,99032,0.0
Avista,2025,2,99117,0.0
PSE,2021,10,98019,0.0
CNG,2020,6,99350,0.0
CNG,2022,2,98230,0.0
CNG,2025,9,98312,0.0
PSE,2024,2,98367,0.0
PSE,2022,11,98370,0.0
Avista,2020,11,99220,0.0
NWN,2023,10,98125,0.0
PSE,2022,8,98042,0.0
CNG,2023,10,98902,0.0
CNG,2025,4,98271,0.0
Avista,2023,6,99113,0.0
PSE,2025,2,98375,0.0
PSE,2025,1,98271,0.0
Avista,2023,7,99207,0.0
NWN,2023,3,98762,0.0
PSE,2022,10,98177,0.0
CNG,2024,12,98314,0.0
Avista,2025,3,99126,0.0
Avista,2022,4,99036,0.0
PSE,2023,2,98105,0.0
PSE,2025,4,98019,0.0
PSE,2022,2,98230,0.0
Avista,2023,8,99001,0.0
PAC,2021,10,98938,0.0
Avista,2025,12,99036,0.0
PAC,2022,7,98902,0.0
Avista,2022,11,99005,0.0
PSE,2020,4,98499,0.0
Avista,2021,6,99019,0.0
PSE,2023,10,98232,0.0
CNG,2022,12,99354,0.0
PAC,2024,11,98951,0.0
NWN,2024,7,98610,0.0
NWN,2020,4,98607,0.0
PSE,2024,5,98445,0.0
PSE,2023,5,98052,0.0
CNG,2023,9,98948,0.0
Avista,2020,12,99131,0.0
PSE,2021,8,98125,0.0
NWN,2024,3,98610,0.0
PSE,2020,9,98224,0.0
PSE,2024,3,98118,0.0
PAC,2021,3,98903,0.0
Avista,2025,2,99031,0.0
PSE,2021,7,98237,0.0
PSE,2022,8,98201,0.0
Avista,2024,8,99022,0.0
PSE,2021,9,98312,0.0
PAC,2022,1,99323,0.0
PAC,2025,4,98953,7.17
CNG,2023,6,98948,0.0
Avista,2023,4,99129,0.0
PSE,2022,7,98026,0.0
Avista,2022,11,99137,0.0
PSE,2022,4,98011,0.0
CNG,2022,4,98271,0.0
NWN,2021,11,97388,0.0
CNG,2021,1,99354,0.0
Avista,2023,1,99033,0.0
Avista,2025,2,99034,0.0
PSE,2021,5,98042,0.0
PSE,2020,10,98074,0.0
CNG,2023,11,99362,0.0
CNG,2023,6,98802,0.0
CNG,2024,4,98902,0.0
PSE,2023,3,98026,0.0
Avista,2025,5,98620,0.0
PAC,2021,4,99361,0.0
Avista,2021,6,99206,0.0
PSE,2023,9,98230,0.0
PSE,2025,12,98257,0.0
PSE,2021,6,98148,0.0
PSE,2021,9,98122,0.0
PAC,2022,11,99324,0.0
CNG,2023,11,98563,0.0
Avista,2022,7,99174,0.0
CNG,2022,3,98611,0.0
CNG,2022,11,98902,0.0
CNG,2022,12,98248,0.0
PSE,2020,7,98177,0.0
PSE,2023,7,98439,0.0
PAC,2020,6,98921,0.0
PSE,2025,5,98101,0.0
CNG,2022,11,98632,0.0
PSE,2022,9,98058,0.0
Avista,2023,3,99019,0.0
PSE,2022,8,98070,0.0
PAC,2022,4,98951,0.0
PSE,2020,4,98337,0.0
CNG,2022,7,99350,0.0
PSE,2023,12,98003,0.0
NWN,2021,5,98683,0.0
Avista,2024,5,99157,0.0
PSE,2025,5,98121,0.0
Avista,2020,7,99137,0.0
PSE,2021,1,98513,0.0
CNG,2023,3,98229,0.0
Avista,2022,9,99160,0.0
PAC,2024,4,99323,0.0
Avista,2023,9,99161,0.0
CNG,2020,9,98541,0.0
PSE,2022,1,98109,0.0
PAC,2025,6,99328,0.01
PSE,2024,4,98359,0.0
NWN,2021,5,98686,0.0
PAC,2023,9,99348,0.0
NWN,2023,12,98601,0.0
Avista,2021,10,99208,0.0
PSE,2021,3,98034,0.0
PSE,2023,5,98934,0.0
Avista,2021,9,98620,0.0
PSE,2022,8,98144,0.0
Avista,2024,10,99163,0.0
PSE,2025,2,98148,0.0
PSE,2024,1,98312,0.0
PSE,2025,9,98092,0.0
Avista,2023,12,99204,0.0
Avista,2025,1,99111,0.0
CNG,2025,1,98257,0.0
PSE,2021,3,98030,0.0
PSE,2025,4,98008,0.0
NWN,2024,12,98629,0.0
CNG,2024,6,98625,0.0
CNG,2023,10,99353,0.0
CNG,2021,12,98225,0.0
CNG,2023,1,99301,0.0
PSE,2023,6,98058,0.0
PSE,2022,11,98059,0.0
PSE,2020,12,98337,0.0
PSE,2021,7,98262,0.0
Avista,2020,8,99204,0.0
Avista,2021,4,99003,0.0
PAC,2023,1,98939,0.0
Avista,2023,6,99101,0.0
CNG,2024,9,98632,0.0
PSE,2023,7,98109,0.0
PSE,2021,10,98109,0.0
CNG,2024,12,99353,0.0
PSE,2021,1,98023,0.0
Avista,2020,5,99144,0.0
CNG,2022,6,98936,0.0
PAC,2024,2,99328,0.0
NWN,2021,6,98208,0.0
PSE,2021,7,98043,0.0
PSE,2020,3,98402,0.0
CNG,2020,9,98903,0.0
PSE,2023,11,98221,0.0
PSE,2022,4,98596,0.0
Avista,2025,7,99101,0.0
Avista,2022,3,99181,0.0
CNG,2023,12,98367,0.0
PSE,2022,5,98055,0.0
CNG,2020,2,99301,0.0
PSE,2023,1,98110,0.0
PAC,2025,2,98944,0.3
PSE,2023,1,98104,0.0
Avista,2024,7,99179,0.0
CNG,2020,6,98908,0.0
PAC,2023,5,98952,0.0
PSE,2025,10,98117,0.0
Avista,2021,5,99134,0.0
PAC,2021,11,99328,0.0
PSE,2020,8,98310,0.0
PSE,2021,9,98030,0.0
PSE,2022,10,98104,0.0
Avista,2022,6,99201,0.0
PSE,2024,3,98275,0.0
PAC,2024,8,99361,0.0
NWN,2021,1,98628,0.0
Avista,2024,2,99260,0.0
PSE,2025,5,98275,0.0
PSE,2025,10,98244,0.0
CNG,2024,11,99354,0.0
PSE,2025,7,98255,0.0
PSE,2024,6,98237,0.0
PSE,2020,4,98311,0.0
Avista,2023,11,99113,0.0
PSE,2020,7,98338,0.0
CNG,2023,1,99338,0.0
PSE,2024,7,98926,0.0
Avista,2024,2,99131,0.0
PAC,2023,8,98939,0.0
Avista,2023,8,99030,0.0
PSE,2023,12,98408,0.0
CNG,2025,11,98948,0.0
PSE,2025,5,98106,0.0
Avista,2022,12,99207,0.0
CNG,2021,12,98314,0.0
NWN,2021,6,98605,0.0
Avista,2021,5,99223,0.0
CNG,2025,4,98563,0.0
PSE,2020,8,98155,0.0
PSE,2020,6,98338,0.0
PAC,2024,6,98937,0.0
Avista,2022,5,99011,0.0
CNG,2025,11,99336,0.0
NWN,2023,1,98661,0.0
Avista,2021,12,99176,0.0
PSE,2022,6,98155,0.0
Avista,2023,5,99228,0.0
CNG,2025,11,98232,0.0
Avista,2021,2,99129,0.0
PSE,2021,7,98233,0.0
PSE,2023,5,98941,0.0
Avista,2021,11,99130,0.0
CNG,2025,3,99337,0.0
NWN,2022,9,98628,0.0
PSE,2024,11,98003,0.0
NWN,2023,2,98612,0.0
PSE,2023,3,98270,0.0
PSE,2024,8,98203,0.0
PSE,2021,5,98177,0.0
PAC,2022,11,98939,0.0
Avista,2020,7,99181,0.0
PSE,2025,7,98028,0.0
CNG,2020,8,98271,0.0
CNG,2020,4,98282,0.0
Avista,2020,9,99179,0.0
PSE,2021,1,98024,0.0
NWN,2024,9,98685,0.0
PSE,2023,11,98272,0.0
Avista,2020,8,99344,0.0
PSE,2021,12,98177,0.0
PSE,2024,7,98499,0.0
PSE,2024,8,98030,0.0
Avista,2022,2,99149,0.0
PSE,2023,5,98499,0.0
PSE,2021,5,98074,0.0
Avista,2021,5,99218,0.0
PAC,2021,1,98935,0.0
CNG,2024,2,98902,0.0
PSE,2025,7,98391,0.0
PSE,2024,10,98177,0.0
Avista,2024,3,99023,0.0
PSE,2022,2,98036,0.0
PSE,2021,6,98047,0.0
Avista,2025,7,98620,0.0
PSE,2025,11,98266,0.0
PSE,2023,3,98225,0.0
Avista,2025,8,99032,0.0
Avista,2022,4,99013,0.0
PSE,2025,5,98026,0.0
Avista,2022,2,99163,0.0
PSE,2020,10,98275,0.0
Avista,2024,5,99005,0.0
PSE,2024,10,98409,0.0
PSE,2025,10,98380,0.0
PSE,2024,11,98375,0.0
Avista,2022,6,99125,0.0
Avista,2024,2,99219,0.0
PSE,2023,10,98199,0.0
PAC,2023,10,98947,0.0
Avista,2024,1,99228,0.0
Avista,2023,2,99224,0.0
Avista,2024,5,98648,0.0
Avista,2020,3,98648,0.0
PSE,2024,5,98125,0.0
PAC,2025,11,98942,29.19
CNG,2020,9,98930,0.0
PSE,2020,9,98034,0.0
PAC,2021,10,99329,0.0
Avista,2023,2,98857,0.0
PSE,2020,7,98576,0.0
PSE,2025,6,98466,0.0
NWN,2022,7,97388,0.0
Avista,2023,12,99163,0.0
Avista,2024,2,99134,0.0
PSE,2023,2,98390,0.0
PSE,2023,2,98579,0.0
CNG,2024,2,98312,0.0
Avista,2023,4,99137,0.0
NWN,2021,5,98629,0.0
PSE,2024,6,98444,0.0
Avista,2020,4,99156,0.0
PSE,2022,12,98055,0.0
CNG,2020,9,98802,0.0
NWN,2022,2,98119,0.0
PAC,2024,3,98932,0.0
Avista,2022,11,99207,0.0
PSE,2021,8,98273,0.0
PSE,2024,2,98030,0.0
PSE,2021,2,98922,0.0
PAC,2022,5,99361,0.0
Avista,2022,6,99004,0.0
NWN,2025,6,98626,0.0
Avista,2022,5,98648,0.0
PSE,2024,7,98057,0.0
PSE,2020,4,98199,0.0
PSE,2022,6,98934,0.0
PSE,2024,7,98501,0.0
CNG,2020,4,98837,0.0
PAC,2020,8,99347,0.0
Avista,2024,12,99144,0.0
PSE,2025,11,98106,0.0
PSE,2020,11,98007,0.0
PSE,2023,11,98051,0.0
CNG,2025,12,98557,0.0
CNG,2023,3,98311,0.0
CNG,2023,7,98292,0.0
PSE,2021,2,98371,0.0
PAC,2020,5,99323,0.0
PSE,2022,5,98203,0.0
CNG,2022,12,98541,0.0
Avista,2025,2,99109,0.0
PSE,2024,6,98498,0.0
PAC,2021,8,98942,0.0
CNG,2024,11,98220,0.0
CNG,2024,7,98311,0.0
PSE,2025,9,98576,0.0
Avista,2022,12,99016,0.0
PSE,2020,10,98112,0.0
Avista,2021,4,99344,0.0
CNG,2025,12,99353,0.0
PSE,2022,2,98028,0.0
PSE,2020,8,98311,0.0
CNG,2025,8,98632,0.0
CNG,2022,9,98277,0.0
PSE,2024,2,98926,0.0
Avista,2021,9,99018,0.0
PSE,2020,7,98126,0.0
NWN,2022,6,98648,0.0
PSE,2020,12,98380,0.0
PSE,2022,7,98498,0.0
NWN,2024,7,98125,0.0
PSE,2024,2,98002,0.0
Avista,2025,3,99117,0.0
NWN,2021,9,98663,0.0
PSE,2024,8,98037,0.0
PSE,2020,11,98155,0.0
PSE,2023,5,98406,0.0
PSE,2020,4,98392,0.0
CNG,2020,4,99301,0.0
PSE,2020,6,98439,0.0
CNG,2024,11,98370,0.0
Avista,2023,10,99011,0.0
NWN,2023,12,98671,0.0
CNG,2022,1,98292,0.0
CNG,2020,4,98370,0.0
CNG,2020,6,98942,0.0
Avista,2020,3,99122,0.0
PAC,2020,2,99329,25.0
Avista,2025,6,99025,0.0
PAC,2022,8,98938,0.0
PSE,2025,11,98026,0.0
PAC,2022,2,98939,0.0
Avista,2021,9,99326,0.0
PAC,2024,9,99347,0.0
CNG,2023,9,98312,0.0
Avista,2025,4,99205,0.0
PSE,2022,8,98335,0.0
PSE,2022,6,98310,0.0
Avista,2023,11,99104,0.0
Avista,2025,11,99134,0.0
CNG,2022,3,98550,0.0
PSE,2022,10,98335,0.0
PSE,2025,11,98338,0.0
PSE,2024,9,98424,0.0
PSE,2021,5,98327,0.0
CNG,2025,12,98233,0.0
CNG,2025,11,98611,0.0
PSE,2024,11,98051,0.0
Avista,2025,5,99130,0.0
PSE,2021,11,98372,0.0
NWN,2020,6,98617,0.0
PSE,2025,7,98257,0.0
PAC,2023,3,98903,0.0
PSE,2020,3,98007,0.0
Avista,2023,8,99181,0.0
PSE,2024,7,98390,0.0
PSE,2025,12,98055,0.0
NWN,2023,4,98672,0.0
CNG,2022,4,98314,0.0
CNG,2021,6,98264,0.0
PAC,2021,8,99350,0.0
NWN,2022,9,98629,0.0
Avista,2020,4,99019,0.0
Avista,2021,5,99113,0.0
NWN,2020,6,98682,0.0
PAC,2021,7,98951,0.0
Avista,2021,10,99228,0.0
PSE,2022,10,98116,0.0
CNG,2024,4,98273,0.0
PSE,2023,9,98031,0.0
PAC,2022,2,98923,0.0
Avista,2023,5,99036,0.0
Avista,2022,8,99022,0.0
PSE,2022,10,98144,0.0
Avista,2023,3,99201,0.0
PSE,2025,7,98022,0.0
Avista,2022,3,99160,0.0
Avista,2025,2,99143,0.0
PSE,2024,7,98042,0.0
NWN,2021,9,98642,0.0
NWN,2022,7,98612,0.0
PSE,2023,5,98112,0.0
Avista,2021,7,99219,0.0
PSE,2020,6,98072,0.0
PSE,2023,2,98922,0.0
Avista,2020,10,99109,0.0
PSE,2022,10,98283,0.0
NWN,2024,5,98119,0.0
Avista,2021,8,99109,0.0
Avista,2020,5,98648,0.0
PSE,2020,12,98027,0.0
PSE,2023,2,98201,0.0
PSE,2024,9,98371,0.0
PSE,2022,8,98087,0.0
PSE,2025,10,98005,0.0
CNG,2025,5,98274,0.0
PSE,2021,1,98072,0.0
Avista,2023,6,99216,0.0
PSE,2022,8,98283,0.0
Avista,2020,4,99344,0.0
CNG,2021,8,98284,0.0
PSE,2024,11,98112,0.0
PSE,2025,4,98221,0.0
PSE,2023,11,98029,0.0
PSE,2024,8,98270,0.0
Avista,2024,4,99001,0.0
CNG,2021,6,98225,0.0
CNG,2020,8,98942,0.0
PSE,2020,6,98059,0.0
PAC,2021,3,98908,0.0
PSE,2025,1,98043,0.0
PSE,2020,5,98012,0.0
Avista,2023,4,99228,0.0
PAC,2023,7,99324,0.0
PSE,2025,2,98408,0.0
PSE,2023,6,98052,0.0
Avista,2021,12,99117,0.0
PSE,2024,7,98118,0.0
PSE,2021,12,98589,0.0
NWN,2022,10,98665,0.0
CNG,2022,6,98257,0.0
PAC,2023,1,98952,0.0
PSE,2024,9,98266,0.0
NWN,2020,4,98628,0.0
Avista,2022,8,99203,0.0
Avista,2020,9,99013,0.0
CNG,2022,6,98953,0.0
Avista,2025,8,99371,0.0
NWN,2024,8,98119,0.0
CNG,2024,2,99301,0.0
CNG,2024,12,98274,0.0
PSE,2023,1,98284,0.0
PSE,2025,3,98402,0.0
Avista,2023,5,99174,0.0
PSE,2021,7,98360,0.0
CNG,2022,8,98232,0.0
PAC,2025,9,99362,104.69
PSE,2023,3,98531,0.0
PAC,2022,12,98936,0.0
Avista,2025,7,99160,0.0
PSE,2021,8,98055,0.0
Avista,2021,4,99104,0.0
CNG,2020,4,98337,0.0
PAC,2023,11,98923,0.0
PSE,2021,10,98506,0.0
PSE,2021,2,98374,0.0
CNG,2025,8,98611,0.0
PSE,2023,10,98059,0.0
PSE,2025,9,98284,0.0
NWN,2021,10,98604,0.0
Avista,2020,11,99203,0.0
Avista,2020,8,99402,0.0
Avista,2023,7,99174,0.0
Avista,2021,1,99371,0.0
PAC,2025,9,98942,28.62
NWN,2022,7,98639,0.0
PAC,2023,1,99363,0.0
PSE,2020,7,98052,0.0
Avista,2020,8,99030,0.0
PSE,2022,5,98367,0.0
CNG,2022,5,99362,0.0
NWN,2023,2,98307,0.0
PSE,2020,3,98126,0.0
PSE,2021,7,98283,0.0
PSE,2020,4,98439,0.0
PSE,2022,2,98038,0.0
PSE,2025,12,98203,0.0
CNG,2020,7,98366,0.0
PSE,2020,3,98360,0.0
CNG,2025,2,98550,0.0
NWN,2025,1,98684,0.0
PSE,2021,7,98146,0.0
CNG,2023,2,98274,0.0
CNG,2025,6,99301,0.0
CNG,2023,6,98550,0.0
Avista,2025,2,99021,0.0
CNG,2025,2,98274,0.0
PSE,2022,4,98021,0.0
PAC,2025,9,98947,0.4
CNG,2024,12,98271,0.0
Avista,2023,1,99228,0.0
Avista,2023,9,99176,0.0
PSE,2024,10,98467,0.0
PAC,2021,10,98908,0.0
PSE,2024,6,98034,0.0
CNG,2023,4,98370,0.0
CNG,2020,10,98295,0.0
Avista,2023,6,99032,0.0
CNG,2021,7,98932,0.0
Avista,2020,7,99019,0.0
PSE,2020,4,98177,0.0
PSE,2020,11,98116,0.0
Avista,2024,2,99012,0.0
PSE,2022,5,98040,0.0
PAC,2024,8,98944,0.0
PSE,2024,10,98446,0.0
CNG,2021,6,99350,0.0
CNG,2020,7,98930,0.0
Avista,2022,1,99204,0.0
PSE,2021,11,98022,0.0
PSE,2023,1,98283,0.0
PSE,2025,6,98006,0.0
CNG,2020,4,98244,0.0
CNG,2024,5,98541,0.0
NWN,2021,5,98635,0.0
CNG,2020,10,98837,0.0
Avista,2021,11,99129,0.0
PSE,2023,8,98230,0.0
PSE,2024,5,98270,0.0
PSE,2020,3,98103,0.0
Avista,2024,3,99004,0.0
PSE,2024,3,98922,0.0
PSE,2022,3,98422,0.0
CNG,2024,8,98311,0.0
Avista,2023,10,99040,0.0
PSE,2021,2,98239,0.0
Avista,2023,1,99149,0.0
PSE,2023,1,98239,0.0
Avista,2022,10,99126,0.0
PSE,2025,12,98346,0.0
PSE,2025,6,98405,0.0
PSE,2020,12,98221,0.0
Avista,2020,7,99169,0.0
PSE,2023,8,98392,0.0
Avista,2023,12,99161,0.0
NWN,2024,3,98119,0.0
PAC,2021,7,99347,0.0
PSE,2021,6,98311,0.0
Avista,2022,11,99224,0.0
Avista,2023,11,99204,0.0
PAC,2023,9,98953,0.0
Avista,2024,6,99005,0.0
Avista,2024,4,99032,0.0
PSE,2023,7,98004,0.0
Avista,2023,5,99224,0.0
NWN,2020,11,98607,0.0
PSE,2021,10,98198,0.0
CNG,2024,10,98370,0.0
NWN,2022,4,98683,0.0
PSE,2020,5,98258,0.0
PSE,2025,7,98513,0.0
PAC,2020,7,98933,0.0
PSE,2020,8,98337,0.0
NWN,2024,12,98610,0.0
PSE,2024,6,98439,0.0
Avista,2025,12,99107,0.0
PSE,2023,3,98501,0.0
CNG,2023,1,98370,0.0
PSE,2023,7,98941,0.0
PSE,2024,7,98321,0.0
Avista,2024,9,99220,0.0
Avista,2023,10,99122,0.0
PSE,2021,10,98037,0.0
NWN,2022,5,98684,0.0
PSE,2025,6,98057,0.0
PSE,2022,7,98007,0.0
NWN,2023,7,98125,0.0
PSE,2025,10,98101,0.0
Avista,2022,11,99341,0.0
PSE,2025,4,98342,0.0
PSE,2024,10,98266,0.0
PSE,2021,3,98188,0.0
Avista,2022,4,99008,0.0
PSE,2023,6,98405,0.0
NWN,2025,12,98610,0.0
NWN,2023,12,98628,0.0
PSE,2020,11,98277,0.0
CNG,2022,2,98226,0.0
PSE,2022,3,98244,0.0
Avista,2021,11,99122,0.0
CNG,2021,8,98837,0.0
CNG,2024,9,98625,0.0
Avista,2024,9,99223,0.0
PSE,2023,1,98029,0.0
PSE,2023,2,98221,0.0
PSE,2021,8,98424,0.0
Avista,2024,1,99179,0.0
PSE,2021,3,98177,0.0
CNG,2020,11,98276,0.0
PAC,2023,6,99348,0.0
PSE,2021,7,98133,0.0
PSE,2021,2,98596,0.0
PSE,2025,1,98201,0.0
CNG,2023,1,98932,0.0
PSE,2021,7,98058,0.0
PSE,2025,10,98424,0.0
Avista,2025,2,99148,0.0
CNG,2022,12,98563,0.0
CNG,2021,1,98264,0.0
PSE,2020,7,98237,0.0
CNG,2024,9,99323,0.0
CNG,2023,6,98801,0.0
PSE,2025,2,98290,0.0
PSE,2024,8,98005,0.0
CNG,2020,10,98903,0.0
Avista,2021,10,99402,0.0
PSE,2025,5,98031,0.0
NWN,2022,5,98665,0.0
CNG,2021,9,98248,0.0
PAC,2021,4,98902,0.0
PSE,2022,7,98311,0.0
NWN,2021,3,98642,0.0
PSE,2025,2,98109,0.0
NWN,2020,10,98610,0.0
PSE,2025,1,98012,0.0
CNG,2022,11,98550,0.0
