Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
PSE,2024,8,98248,60 Days,86892.2
PAC,2023,11,98923,Total Arrearages,46994.11
PAC,2024,3,98933,30 Days,17507.55
PSE,2021,8,98072,Total Arrearages,234829.0
PSE,2022,2,98409,Total Arrearages,207441.37
PAC,2023,12,98932,90 Days +,200631.57
PSE,2023,9,98388,30 Days,3913.69
PSE,2020,8,98418,30 Days,7298.69
PSE,2025,4,98236,30 Days,42674.1
PSE,2025,7,98506,Total Arrearages,757870.67
CNG,2022,5,98370,30 Days,7431.29
Avista,2021,12,99026,90 Days +,13940.32
PAC,2025,5,98953,30 Days,107741.59
CNG,2022,7,98367,Total Arrearages,30783.22
PSE,2023,9,98055,60 Days,112594.31
NWN,2022,2,98307,30 Days,0.0
CNG,2024,6,98948,Total Arrearages,40947.0
PSE,2020,7,98121,30 Days,1090.38
CNG,2022,3,98625,Total Arrearages,1071.0
PSE,2022,6,98270,Total Arrearages,531915.47
PAC,2020,2,99348,30 Days,7131.21
PSE,2024,5,98926,30 Days,58645.65
Avista,2025,6,99156,90 Days +,77.4
PSE,2020,8,98439,60 Days,17096.21
PSE,2023,10,98239,Total Arrearages,222658.369999999
CNG,2021,7,98944,30 Days,5624.35
Avista,2021,10,99003,60 Days,3179.87
Avista,2020,5,99212,Total Arrearages,308813.25
Avista,2022,11,99219,30 Days,0.0
CNG,2025,4,98278,Total Arrearages,105.6
CNG,2025,5,98903,60 Days,14591.37
PSE,2021,1,98532,Total Arrearages,30635.77
Avista,2024,4,99207,Total Arrearages,603028.71
Avista,2020,4,99167,90 Days +,4030.43
NWN,2021,11,98639,30 Days,512.81
PSE,2022,7,98053,90 Days +,115248.03
PSE,2020,8,98040,90 Days +,69300.34
Avista,2024,1,99185,Total Arrearages,14665.66
PSE,2024,12,98255,60 Days,15.92
NWN,2021,10,98629,30 Days,2662.73
PSE,2021,12,98576,30 Days,22731.51
PSE,2024,4,98011,Total Arrearages,764136.709999999
CNG,2023,9,98310,Total Arrearages,39611.1
CNG,2020,9,99338,Total Arrearages,7581.12
PSE,2025,3,98267,30 Days,7870.34
NWN,2024,8,98642,Total Arrearages,43036.66
PSE,2020,12,98102,Total Arrearages,60734.22
Avista,2024,8,99217,90 Days +,38312.06
CNG,2020,5,98848,60 Days,95.45
PSE,2022,11,98359,Total Arrearages,154914.25
Avista,2020,3,99012,90 Days +,1032.94
PSE,2022,7,98390,90 Days +,279459.92
Avista,2023,12,99134,30 Days,2802.17
CNG,2025,8,98247,60 Days,4011.94
PSE,2024,8,98070,90 Days +,175650.05
Avista,2024,3,99134,Total Arrearages,21315.37
NWN,2022,4,98762,Total Arrearages,0.0
PSE,2023,2,98119,Total Arrearages,155602.65
NWN,2021,5,98665,60 Days,31521.93
PSE,2025,9,98926,90 Days +,208388.88
Avista,2022,9,99012,30 Days,1971.8
Avista,2024,11,99013,Total Arrearages,38728.05
CNG,2025,3,98337,60 Days,10429.79
Avista,2022,3,99005,90 Days +,28474.43
Avista,2022,5,99107,Total Arrearages,0.0
CNG,2024,8,98295,60 Days,1002.89
PSE,2022,2,98332,Total Arrearages,91073.59
PSE,2021,1,98092,90 Days +,560825.9
Avista,2020,6,99113,90 Days +,2063.52
Avista,2020,7,99149,90 Days +,4419.44
PSE,2021,10,98201,30 Days,11483.44
Avista,2021,10,99203,90 Days +,159428.36
Avista,2025,8,99344,90 Days +,35942.0
Avista,2024,9,99016,30 Days,54928.07
PSE,2022,11,98072,30 Days,33429.25
Avista,2024,3,99037,30 Days,27162.47
PSE,2023,4,98558,90 Days +,10119.76
Avista,2025,3,99185,60 Days,7969.57
CNG,2023,5,98284,60 Days,25333.61
PSE,2023,11,98310,30 Days,118102.9
Avista,2023,4,99034,60 Days,0.0
CNG,2020,5,98232,60 Days,377.39
CNG,2021,2,99336,90 Days +,16560.3
CNG,2021,3,99301,Total Arrearages,196253.98
PSE,2021,9,98512,90 Days +,432356.0
PSE,2023,1,98125,30 Days,20937.42
CNG,2024,9,98247,Total Arrearages,10934.33
Avista,2024,6,99149,Total Arrearages,2688.65
CNG,2022,6,98932,90 Days +,3628.92
CNG,2021,10,98528,60 Days,378.62
Avista,2023,11,99402,30 Days,1666.04
PSE,2024,11,98467,60 Days,3960.22
Avista,2022,3,99158,30 Days,1445.28
PAC,2025,3,98939,60 Days,4393.15
NWN,2023,9,97301,Total Arrearages,46.8
CNG,2021,4,98312,30 Days,34253.74
PSE,2024,9,98446,90 Days +,130612.67
Avista,2023,11,99181,60 Days,2882.94
CNG,2023,3,99354,60 Days,13208.52
PAC,2022,7,98904,30 Days,0.0
PAC,2025,2,99328,60 Days,27607.47
NWN,2021,4,98661,30 Days,60835.02
CNG,2020,11,98345,30 Days,278.22
NWN,2023,1,98668,90 Days +,0.0
Avista,2020,5,99004,90 Days +,19568.32
NWN,2020,5,98626,90 Days +,0.0
PSE,2024,10,98168,60 Days,18459.26
CNG,2024,9,98541,90 Days +,501.23
PSE,2021,12,98056,Total Arrearages,828033.17
Avista,2025,6,99223,90 Days +,119295.66
PSE,2024,6,98220,Total Arrearages,44065.03
CNG,2022,12,98221,60 Days,5867.11
Avista,2024,4,99134,90 Days +,12498.79
PSE,2024,2,98251,60 Days,6174.5
PSE,2020,3,98290,Total Arrearages,83279.51
CNG,2020,10,98264,60 Days,10743.23
Avista,2024,6,99163,30 Days,87809.53
CNG,2022,3,98229,30 Days,13338.22
Avista,2025,8,99138,Total Arrearages,28042.04
NWN,2020,8,98605,Total Arrearages,915.07
Avista,2022,3,99008,60 Days,1172.53
PSE,2024,3,98032,30 Days,536390.98
PAC,2024,5,98933,90 Days +,18648.3
PSE,2021,1,98359,60 Days,9467.36
Avista,2020,9,99170,Total Arrearages,12321.02
Avista,2020,4,99223,30 Days,94509.14
PSE,2023,2,98443,90 Days +,2702.2
NWN,2024,6,98125,Total Arrearages,0.0
CNG,2024,8,98626,60 Days,857.29
PSE,2022,10,98177,Total Arrearages,120333.929999999
PSE,2022,3,98940,30 Days,5933.05
CNG,2023,11,99352,90 Days +,10081.67
CNG,2022,5,98337,30 Days,12831.77
PSE,2023,8,98023,90 Days +,1669969.66
PAC,2025,1,98942,Total Arrearages,481329.24
Avista,2020,10,99031,30 Days,1013.74
Avista,2024,2,99026,60 Days,2629.03
CNG,2022,2,98230,Total Arrearages,69458.47
PAC,2025,6,99323,30 Days,31627.03
PSE,2023,6,98281,Total Arrearages,70622.99
CNG,2023,11,98557,Total Arrearages,505.15
PSE,2024,5,98328,30 Days,6385.11
PSE,2021,1,98591,60 Days,95.32
Avista,2025,12,99163,30 Days,64582.03
Avista,2023,11,99205,30 Days,86271.09
PSE,2024,7,98029,90 Days +,317558.59
Avista,2021,11,99173,90 Days +,43577.85
CNG,2020,11,98541,60 Days,1007.67
PSE,2022,11,98445,Total Arrearages,209927.95
Avista,2023,9,99148,60 Days,5786.15
PAC,2025,6,99324,30 Days,52859.09
Avista,2021,11,99173,60 Days,3507.65
CNG,2024,9,98524,60 Days,39.84
CNG,2024,3,99338,60 Days,5066.16
Avista,2025,6,99160,30 Days,235.13
Avista,2023,5,99114,60 Days,44184.81
CNG,2020,12,98274,30 Days,21645.26
NWN,2020,10,98674,90 Days +,0.0
NWN,2024,10,98661,90 Days +,19996.79
Avista,2025,4,99030,30 Days,3229.51
CNG,2025,7,98276,Total Arrearages,5777.37
Avista,2024,5,99160,60 Days,761.16
PSE,2023,12,98597,90 Days +,858884.34
CNG,2023,2,99352,90 Days +,11870.69
CNG,2020,9,98902,60 Days,10347.02
CNG,2020,9,98257,60 Days,878.45
PSE,2024,5,98047,30 Days,78068.88
NWN,2025,1,98605,60 Days,367.52
PSE,2023,12,98257,30 Days,26403.04
CNG,2025,2,99353,90 Days +,476.62
PAC,2022,2,98923,Total Arrearages,65506.43
PSE,2025,9,98008,60 Days,30486.52
PSE,2022,2,98007,60 Days,46128.75
PSE,2023,3,98270,30 Days,129715.89
PSE,2024,3,98177,60 Days,22311.31
Avista,2021,3,99033,Total Arrearages,27104.63
PAC,2024,10,98936,Total Arrearages,158629.91
CNG,2021,1,98276,60 Days,552.45
PAC,2023,1,99329,90 Days +,0.0
PSE,2023,2,98107,60 Days,28417.63
PAC,2021,11,99328,30 Days,21288.19
PSE,2022,2,98056,90 Days +,386031.94
PSE,2023,1,98188,Total Arrearages,943894.12
PSE,2024,3,98281,60 Days,12701.49
PSE,2020,7,98283,90 Days +,12119.44
PSE,2020,3,98332,Total Arrearages,58452.65
PSE,2025,5,98007,Total Arrearages,924382.559999998
Avista,2025,6,99025,30 Days,7782.25
CNG,2024,3,98837,30 Days,10393.17
PSE,2023,7,98403,60 Days,9960.97
NWN,2024,9,98674,Total Arrearages,0.0
CNG,2022,8,98226,90 Days +,37696.71
PSE,2022,7,98002,60 Days,285492.06
PSE,2023,6,98204,90 Days +,104499.159999999
PAC,2022,1,99350,30 Days,0.0
PAC,2024,2,99363,Total Arrearages,7999.06
PSE,2024,10,98004,30 Days,116952.16
PAC,2020,9,99329,60 Days,658.44
PSE,2022,1,98576,60 Days,15948.66
PSE,2020,8,98103,60 Days,7488.49
Avista,2023,6,99103,Total Arrearages,7852.33
PSE,2024,7,98312,60 Days,182798.26
PSE,2023,9,98274,90 Days +,237451.65
PSE,2022,10,98405,60 Days,12622.84
PSE,2020,9,98391,30 Days,88346.45
Avista,2021,7,99179,30 Days,1154.51
Avista,2024,4,99164,Total Arrearages,0.0
CNG,2024,6,98674,60 Days,3153.59
PSE,2025,6,98030,30 Days,315033.75
NWN,2025,8,97301,90 Days +,0.0
CNG,2022,8,99362,90 Days +,62576.31
Avista,2021,12,99160,30 Days,776.59
CNG,2025,3,98584,30 Days,21642.09
PSE,2020,12,98370,60 Days,34836.14
PAC,2022,10,98938,30 Days,3144.47
CNG,2025,3,98557,60 Days,1082.54
Avista,2023,11,99027,30 Days,16709.73
Avista,2022,8,99029,Total Arrearages,11912.52
PSE,2020,5,98116,Total Arrearages,48899.45
CNG,2025,7,98282,Total Arrearages,5208.01
PAC,2025,9,99361,60 Days,10382.28
PSE,2024,5,98204,90 Days +,104397.609999999
CNG,2021,10,99352,Total Arrearages,27145.4
PAC,2024,11,98953,Total Arrearages,127711.34
PAC,2021,9,99301,60 Days,246.47
Avista,2021,6,99023,60 Days,76.75
PSE,2025,4,98383,30 Days,111902.95
CNG,2021,11,98951,Total Arrearages,4856.59
Avista,2023,2,99033,Total Arrearages,10324.12
PSE,2023,3,98198,30 Days,364879.099999999
PSE,2023,7,98321,Total Arrearages,691850.43
PSE,2025,9,98443,Total Arrearages,15320.64
PSE,2020,7,98050,60 Days,719.73
PSE,2021,3,98273,Total Arrearages,562723.21
PSE,2024,7,98040,30 Days,50216.85
PSE,2023,12,98119,60 Days,6793.5
CNG,2020,6,98837,30 Days,1395.08
PSE,2024,4,98360,60 Days,87319.74
NWN,2023,12,98671,60 Days,4265.98
CNG,2022,8,98367,30 Days,7144.62
PSE,2024,11,98116,60 Days,8200.47
PSE,2023,2,98296,90 Days +,39755.91
PSE,2023,12,98092,90 Days +,1296738.73999999
PSE,2020,11,98248,90 Days +,228656.84
CNG,2023,8,99354,90 Days +,14949.96
PSE,2020,4,98370,Total Arrearages,458591.57
PSE,2021,10,98003,30 Days,184534.05
NWN,2024,2,98628,60 Days,771.92
PSE,2023,6,98372,Total Arrearages,1234592.4
NWN,2022,8,98674,Total Arrearages,0.0
PSE,2021,10,98229,Total Arrearages,559505.31
PSE,2021,1,98247,30 Days,29470.94
PSE,2023,11,98263,Total Arrearages,32947.61
PSE,2023,3,98366,Total Arrearages,1519037.9
Avista,2021,8,99031,90 Days +,9621.74
PSE,2020,9,98444,30 Days,8308.52
Avista,2024,6,99037,90 Days +,19657.98
Avista,2022,12,99179,60 Days,605.38
PAC,2021,8,99328,60 Days,16880.28
Avista,2023,12,99023,60 Days,854.58
CNG,2021,12,98292,Total Arrearages,20379.89
Avista,2024,5,99009,30 Days,6125.71
PSE,2024,9,98364,Total Arrearages,229.59
PSE,2024,3,98388,Total Arrearages,67103.95
PSE,2024,7,98117,60 Days,23568.74
Avista,2022,1,99205,30 Days,149826.84
Avista,2025,4,99144,Total Arrearages,0.0
PSE,2025,9,98136,60 Days,6086.47
Avista,2021,6,99030,60 Days,2000.23
PSE,2020,12,98940,90 Days +,13678.72
NWN,2024,2,98666,90 Days +,0.0
PSE,2023,3,98053,Total Arrearages,343293.85
PAC,2020,3,98938,30 Days,33990.06
PAC,2022,4,99361,60 Days,13422.56
PSE,2023,11,98020,30 Days,6054.71
PSE,2022,9,98465,90 Days +,26656.59
Avista,2021,7,99111,30 Days,5876.9
CNG,2024,11,99337,60 Days,2909.28
Avista,2023,7,99122,Total Arrearages,25618.17
PSE,2024,11,98940,90 Days +,22668.78
PAC,2024,10,99350,90 Days +,85.31
PSE,2022,5,98072,60 Days,54681.31
PSE,2024,8,98257,Total Arrearages,198252.51
NWN,2023,2,98665,30 Days,75981.48
CNG,2024,1,98366,90 Days +,27177.67
PSE,2021,7,98372,Total Arrearages,835905.0
CNG,2020,11,98948,60 Days,3836.33
CNG,2024,4,99350,90 Days +,3576.66
PSE,2021,4,98115,60 Days,9883.07
Avista,2024,12,99157,90 Days +,1292.84
Avista,2023,9,99160,90 Days +,962.99
Avista,2020,12,99039,Total Arrearages,3240.49
NWN,2025,3,98626,60 Days,0.0
CNG,2021,1,98903,90 Days +,10227.93
PSE,2021,6,98327,60 Days,16101.84
Avista,2021,12,99163,30 Days,57688.48
PSE,2022,8,98407,Total Arrearages,159029.37
PSE,2024,11,98421,30 Days,545.19
NWN,2024,8,97388,30 Days,0.0
CNG,2021,12,98942,30 Days,5831.74
PSE,2023,12,98439,30 Days,35838.02
PSE,2022,6,98506,Total Arrearages,660863.289999999
Avista,2024,12,99217,30 Days,68934.87
CNG,2025,3,98936,30 Days,16405.93
CNG,2020,3,98908,90 Days +,31456.05
PSE,2022,4,98110,60 Days,48939.22
Avista,2024,8,99202,Total Arrearages,149034.04
Avista,2022,11,99126,60 Days,2489.77
PSE,2024,2,98409,30 Days,34558.73
PSE,2025,3,98402,60 Days,1718.43
PSE,2022,2,98203,90 Days +,72378.57
Avista,2022,5,99218,60 Days,31180.67
CNG,2021,3,98625,Total Arrearages,1264.87
PSE,2020,7,98105,60 Days,6704.3
CNG,2021,12,98366,90 Days +,36197.13
PSE,2024,10,98405,Total Arrearages,247733.59
Avista,2025,12,99021,90 Days +,15717.68
Avista,2024,3,99013,60 Days,14491.04
CNG,2023,7,99353,30 Days,832.75
Avista,2025,10,99129,Total Arrearages,17933.84
PSE,2025,2,98252,Total Arrearages,84308.38
PSE,2022,7,98272,Total Arrearages,155562.39
PSE,2024,3,98247,90 Days +,170433.479999999
Avista,2022,3,99117,Total Arrearages,5878.84
CNG,2020,7,98312,90 Days +,57844.95
Avista,2021,1,99138,Total Arrearages,50346.68
NWN,2025,8,98682,60 Days,25055.92
Avista,2021,12,99205,90 Days +,634932.25
CNG,2023,3,99352,90 Days +,13387.78
Avista,2025,2,99013,Total Arrearages,55179.44
NWN,2023,7,98635,60 Days,0.0
PSE,2021,6,98338,90 Days +,273679.49
CNG,2020,9,98226,30 Days,12197.95
PSE,2025,2,98262,90 Days +,25280.99
PSE,2025,7,98198,90 Days +,1234361.56
NWN,2024,2,98660,90 Days +,5333.46
Avista,2020,3,99129,Total Arrearages,29733.29
PSE,2021,8,98050,90 Days +,3809.0
PAC,2025,5,99347,90 Days +,11705.69
Avista,2021,2,99103,30 Days,2062.69
Avista,2025,12,99212,60 Days,69335.51
CNG,2023,12,98277,60 Days,5103.96
PAC,2023,11,98920,90 Days +,0.0
Avista,2025,5,99103,Total Arrearages,7085.97
Avista,2024,9,99128,90 Days +,1762.55
PSE,2023,10,98101,90 Days +,4162.59
Avista,2025,5,99013,Total Arrearages,69486.57
Avista,2022,6,99326,90 Days +,1663.43
CNG,2023,12,99324,60 Days,1666.57
PSE,2020,4,98230,90 Days +,56980.4
PSE,2021,11,98371,30 Days,72093.53
CNG,2025,6,98284,90 Days +,23696.76
PSE,2022,12,98058,90 Days +,746055.59
PAC,2020,7,99362,Total Arrearages,412066.91
PSE,2022,3,98283,Total Arrearages,28209.48
NWN,2025,3,98629,Total Arrearages,10147.02
PSE,2024,10,98465,90 Days +,26711.77
PSE,2024,11,98075,Total Arrearages,305226.92
CNG,2020,4,98520,30 Days,13211.68
PSE,2021,8,98513,30 Days,102153.0
PSE,2024,10,98274,Total Arrearages,455601.62
Avista,2024,8,99111,Total Arrearages,26836.12
Avista,2021,1,99176,30 Days,312.57
CNG,2025,3,98274,30 Days,46278.38
PSE,2023,9,98360,30 Days,74625.07
NWN,2020,11,98607,60 Days,5528.14
CNG,2024,6,98626,30 Days,2707.95
PAC,2023,12,98938,30 Days,31274.2
Avista,2021,3,99125,Total Arrearages,18384.01
PSE,2022,5,98392,90 Days +,93766.79
PSE,2020,10,98233,Total Arrearages,250212.46
PSE,2023,1,98591,60 Days,158.78
Avista,2025,1,99012,90 Days +,7357.1
PSE,2021,7,98530,60 Days,9885.0
PSE,2022,1,98332,Total Arrearages,75767.18
PSE,2024,3,98338,60 Days,108034.02
CNG,2021,12,98951,30 Days,2565.14
Avista,2024,8,99104,90 Days +,0.0
Avista,2022,9,99216,Total Arrearages,219856.83
PSE,2022,4,98290,90 Days +,49742.45
CNG,2025,8,98848,30 Days,210.67
PSE,2023,8,98335,Total Arrearages,130854.93
PSE,2021,6,98087,30 Days,21802.82
PAC,2021,6,98901,90 Days +,607938.82
Avista,2021,10,99037,60 Days,3637.32
PSE,2021,8,98056,Total Arrearages,966309.0
PSE,2021,5,98374,90 Days +,512805.6
PSE,2024,12,98576,30 Days,36547.86
PAC,2020,5,99328,Total Arrearages,111788.96
NWN,2021,1,98601,90 Days +,0.0
CNG,2020,7,98367,60 Days,1478.01
NWN,2022,3,98607,30 Days,118368.04
NWN,2020,10,98629,90 Days +,4044.75
PSE,2024,12,98134,Total Arrearages,15446.83
Avista,2025,10,98620,Total Arrearages,6112.25
Avista,2022,11,99037,Total Arrearages,21573.52
Avista,2022,12,99101,60 Days,2876.34
Avista,2023,4,99159,30 Days,4595.04
PSE,2024,1,98258,90 Days +,210836.829999999
PSE,2023,4,98277,60 Days,198911.74
NWN,2025,9,98617,60 Days,0.0
Avista,2022,9,99032,90 Days +,6771.76
PAC,2024,5,98936,30 Days,50950.95
Avista,2021,1,99173,30 Days,8457.5
PSE,2022,5,98010,Total Arrearages,266138.989999999
CNG,2025,5,98951,Total Arrearages,14093.9
PSE,2025,6,98045,90 Days +,167580.53
PSE,2023,12,98332,90 Days +,59439.71
Avista,2023,7,99159,60 Days,3833.81
PSE,2025,8,98407,60 Days,9933.77
NWN,2022,9,98661,30 Days,14085.31
NWN,2024,9,97388,Total Arrearages,0.0
PSE,2023,2,98232,90 Days +,19429.81
PSE,2023,9,98311,60 Days,83102.4
PSE,2021,9,98045,30 Days,24371.0
PSE,2023,8,98288,60 Days,1260.94
PSE,2021,8,98296,60 Days,7803.0
PAC,2024,1,99324,Total Arrearages,90508.57
Avista,2025,8,99223,Total Arrearages,253174.97
PSE,2023,1,98372,60 Days,67810.03
PSE,2025,2,98028,60 Days,43399.93
PSE,2022,1,98047,Total Arrearages,278959.68
Avista,2021,7,99026,30 Days,3573.04
NWN,2024,2,98671,90 Days +,5631.08
PSE,2021,8,98439,Total Arrearages,261740.0
Avista,2022,2,99003,90 Days +,14796.58
Avista,2023,4,99344,60 Days,32648.56
PAC,2021,4,98939,30 Days,4198.97
PSE,2024,3,98239,90 Days +,132011.47
Avista,2021,4,99212,Total Arrearages,474141.26
PSE,2022,10,98238,Total Arrearages,1211.0
PSE,2020,6,98024,30 Days,11883.36
PSE,2020,4,98266,30 Days,43897.42
NWN,2022,4,98664,30 Days,57779.81
Avista,2022,5,99134,60 Days,342.17
PAC,2023,9,99329,Total Arrearages,3612.83
PSE,2024,2,98499,Total Arrearages,382356.49
PSE,2023,10,98403,Total Arrearages,52300.58
PAC,2023,3,99328,Total Arrearages,34038.98
NWN,2022,8,98127,90 Days +,0.0
Avista,2022,1,99151,30 Days,1174.19
NWN,2024,11,98606,Total Arrearages,3920.72
CNG,2021,2,98632,30 Days,6607.36
PSE,2024,12,98275,60 Days,6241.1
PSE,2021,9,98037,90 Days +,69248.0
PSE,2024,10,98264,Total Arrearages,525687.72
Avista,2023,4,99173,Total Arrearages,71722.46
Avista,2025,2,99224,90 Days +,44364.41
NWN,2024,7,98610,90 Days +,1143.57
PAC,2020,6,99324,Total Arrearages,82157.65
CNG,2021,9,98584,30 Days,2946.41
NWN,2021,7,98683,Total Arrearages,95933.66
PSE,2023,3,98103,30 Days,59186.13
PSE,2025,2,98387,60 Days,82285.94
PSE,2023,5,98053,30 Days,51815.52
PSE,2024,6,98022,30 Days,156735.22
PAC,2023,11,98933,30 Days,9762.73
CNG,2020,10,98942,60 Days,2411.97
CNG,2021,8,98226,60 Days,7124.96
PSE,2021,5,98328,Total Arrearages,27803.13
PSE,2022,3,98012,30 Days,92341.73
CNG,2024,3,98314,Total Arrearages,279.89
PSE,2020,4,98239,Total Arrearages,121997.87
PSE,2024,2,98589,30 Days,57127.42
CNG,2024,4,98223,Total Arrearages,82783.67
Avista,2020,8,99114,30 Days,18069.94
PSE,2023,2,98030,30 Days,383650.029999999
PSE,2025,1,98446,60 Days,1393.6
NWN,2021,10,98607,Total Arrearages,68965.76
PSE,2020,9,98360,60 Days,22811.56
PAC,2020,7,98947,Total Arrearages,87086.15
PSE,2020,12,98596,30 Days,356.24
PSE,2023,4,98579,Total Arrearages,686638.239999999
Avista,2020,9,99371,Total Arrearages,3023.55
PSE,2020,12,98065,Total Arrearages,232975.86
CNG,2021,3,98524,90 Days +,277.04
Avista,2024,5,99026,Total Arrearages,23793.46
Avista,2022,11,99129,Total Arrearages,22207.85
PSE,2024,5,98466,30 Days,34450.39
NWN,2020,10,98610,30 Days,750.36
PAC,2024,12,98944,90 Days +,203824.9
PAC,2024,5,98948,30 Days,138345.88
PAC,2022,9,98920,60 Days,66.1
PSE,2025,3,98118,60 Days,67878.8
CNG,2020,5,99336,60 Days,13651.96
PSE,2023,10,98021,60 Days,12727.69
PSE,2021,11,98371,90 Days +,395957.09
PSE,2022,7,98058,60 Days,179915.54
PAC,2021,8,99328,90 Days +,98853.32
Avista,2022,10,99164,Total Arrearages,90.21
PSE,2024,12,98516,30 Days,138958.03
Avista,2023,5,99216,30 Days,59250.72
PSE,2025,6,98038,Total Arrearages,1261989.47
NWN,2022,6,98662,30 Days,63088.4
NWN,2021,3,98664,60 Days,15225.9
PSE,2025,2,98226,Total Arrearages,1579578.2
PSE,2021,4,98117,60 Days,9236.71
PSE,2024,6,98014,60 Days,27321.79
Avista,2025,5,99111,60 Days,12154.8
PSE,2020,3,98345,90 Days +,1855.24
CNG,2021,3,98908,60 Days,22828.39
CNG,2021,3,99352,Total Arrearages,59282.66
PSE,2022,11,98109,Total Arrearages,76868.77
Avista,2021,9,99167,30 Days,1511.54
PSE,2024,9,98042,30 Days,215580.5
PSE,2024,4,98922,90 Days +,251997.439999999
PSE,2024,7,98272,Total Arrearages,172363.999999999
PSE,2023,5,98295,30 Days,13751.45
CNG,2022,12,98383,Total Arrearages,25613.83
Avista,2023,1,99027,60 Days,22165.33
PSE,2022,6,98516,30 Days,131143.58
PSE,2021,9,98380,Total Arrearages,191125.0
Avista,2022,6,99113,90 Days +,628.85
PAC,2022,9,99301,90 Days +,0.0
PAC,2024,9,99350,90 Days +,85.31
PAC,2021,4,98901,Total Arrearages,905083.040000002
PAC,2020,2,98908,90 Days +,70891.76
PSE,2023,7,98225,30 Days,138547.84
PSE,2022,4,98237,Total Arrearages,345134.13
PAC,2020,4,98901,Total Arrearages,665885.78
PSE,2022,6,98405,90 Days +,168999.14
PSE,2023,8,98230,90 Days +,240417.88
PSE,2023,10,98270,Total Arrearages,528337.32
PSE,2020,3,98047,Total Arrearages,129643.85
PSE,2021,2,98270,30 Days,67202.12
Avista,2023,12,99260,90 Days +,0.0
PSE,2025,8,98439,90 Days +,222817.49
Avista,2025,10,99009,90 Days +,6194.89
PSE,2024,2,98943,90 Days +,21415.08
PSE,2023,6,98203,Total Arrearages,295308.01
PSE,2021,6,98101,Total Arrearages,2455.24
CNG,2025,2,98232,30 Days,272.22
NWN,2021,1,98642,30 Days,36330.49
PSE,2022,8,98106,60 Days,18598.4
Avista,2025,8,99019,30 Days,43946.83
PAC,2024,1,99323,90 Days +,11424.79
PSE,2023,10,98403,30 Days,4642.18
PSE,2022,2,98276,90 Days +,3870.44
PSE,2023,2,98026,90 Days +,64136.66
PAC,2024,7,99329,30 Days,1522.03
PSE,2022,7,98051,90 Days +,115931.84
NWN,2022,11,98671,90 Days +,36867.38
PSE,2020,6,98513,60 Days,71812.16
PSE,2024,11,98011,Total Arrearages,633225.659999999
Avista,2023,2,99037,90 Days +,25332.3
PSE,2023,6,98328,60 Days,383.43
PSE,2025,8,98208,60 Days,29344.76
PSE,2025,4,98439,Total Arrearages,370699.699999999
Avista,2024,5,99217,60 Days,59455.84
PAC,2021,6,99328,90 Days +,78670.67
PSE,2024,10,98335,60 Days,7036.28
NWN,2021,12,98672,60 Days,942.48
PSE,2021,7,98430,90 Days +,61.0
CNG,2021,5,98903,Total Arrearages,25247.81
PSE,2020,12,98424,90 Days +,22705.23
PSE,2022,4,98051,Total Arrearages,187763.15
PAC,2024,3,98932,60 Days,79506.55
Avista,2022,6,99137,60 Days,1720.22
Avista,2025,6,99160,Total Arrearages,935.67
PSE,2022,3,98405,Total Arrearages,335944.11
Avista,2021,3,99151,30 Days,697.46
Avista,2021,12,99026,30 Days,2121.77
CNG,2021,2,99324,60 Days,6558.5
CNG,2023,9,98264,30 Days,16495.76
PSE,2022,4,98503,30 Days,299746.46
CNG,2024,10,98625,90 Days +,244.05
PSE,2022,7,98221,Total Arrearages,405430.729999999
PAC,2022,1,98937,60 Days,13588.78
PSE,2020,6,98247,30 Days,26211.15
PSE,2022,4,98112,30 Days,59848.51
PSE,2024,10,98006,30 Days,75332.38
PSE,2020,5,98230,Total Arrearages,245319.17
CNG,2022,9,99336,60 Days,3708.22
PSE,2023,9,98503,60 Days,161570.19
Avista,2023,12,99113,60 Days,313.03
Avista,2023,10,99137,Total Arrearages,5272.86
PSE,2023,1,98103,90 Days +,126578.43
Avista,2024,6,99008,Total Arrearages,11181.34
Avista,2024,4,99224,30 Days,64796.23
PAC,2024,1,98932,90 Days +,184041.91
PSE,2022,1,98283,60 Days,1267.26
CNG,2023,12,98244,90 Days +,0.0
PSE,2021,2,98273,Total Arrearages,594807.37
PSE,2020,12,98380,60 Days,5274.28
PSE,2024,3,98042,60 Days,258448.19
PSE,2024,10,98422,30 Days,11154.09
PSE,2023,9,98230,90 Days +,252203.569999999
PSE,2024,5,98058,30 Days,293855.5
CNG,2020,11,98282,Total Arrearages,4962.47
NWN,2020,5,98635,30 Days,199.94
Avista,2025,8,99341,Total Arrearages,9468.05
