Utility,Year,Month,Zip Code,Vintage,Arrearage_Amount
PSE,2024,7,98439,Total Arrearages,417553.069999999
CNG,2023,11,98312,60 Days,7973.35
PSE,2022,3,98263,Total Arrearages,29409.53
PSE,2021,11,98110,90 Days +,100098.47
Avista,2021,5,99185,30 Days,2621.14
PSE,2023,4,98244,60 Days,29142.26
PSE,2020,7,98020,30 Days,5599.86
PSE,2024,4,98178,60 Days,49144.56
PSE,2023,3,98392,Total Arrearages,193516.86
PAC,2023,11,98947,30 Days,22331.21
CNG,2022,4,98248,30 Days,56349.51
Avista,2023,11,99185,30 Days,3073.43
PSE,2022,10,98513,60 Days,95822.18
PSE,2021,7,98125,60 Days,1752.0
Avista,2020,6,99203,90 Days +,106237.66
PSE,2020,9,98248,60 Days,38831.28
PSE,2020,5,98277,90 Days +,264420.06
CNG,2025,9,98276,90 Days +,1879.86
PAC,2023,1,98933,30 Days,5843.18
PSE,2023,2,98115,30 Days,54570.88
PSE,2022,6,98940,30 Days,3114.23
PSE,2023,3,98103,90 Days +,117937.16
PSE,2023,3,98019,90 Days +,148782.54
CNG,2022,1,98225,30 Days,47956.85
Avista,2021,1,99137,30 Days,1175.6
PSE,2025,7,98229,30 Days,93048.58
PAC,2024,12,99323,Total Arrearages,48989.41
PAC,2025,5,98942,Total Arrearages,863097.47
PSE,2024,12,98258,30 Days,67523.38
CNG,2024,8,99336,90 Days +,19793.13
PSE,2023,5,98115,Total Arrearages,317775.99
CNG,2022,4,99324,60 Days,5862.97
PSE,2025,7,98134,90 Days +,11005.83
PSE,2025,1,98391,60 Days,139107.17
CNG,2021,9,98902,Total Arrearages,127649.63
Avista,2024,5,99111,90 Days +,20186.32
PAC,2023,6,98930,Total Arrearages,102880.89
PSE,2021,12,98934,60 Days,2111.45
Avista,2025,9,99170,30 Days,3612.5
Avista,2024,2,99130,Total Arrearages,16056.47
NWN,2021,10,98671,60 Days,3882.69
PSE,2021,10,98407,90 Days +,53799.65
CNG,2023,1,99350,Total Arrearages,14344.28
PSE,2021,12,98375,60 Days,22600.28
PSE,2020,8,98403,30 Days,4052.61
NWN,2024,4,98668,Total Arrearages,0.0
PSE,2024,6,98264,60 Days,69498.77
PAC,2021,9,98953,30 Days,75109.73
NWN,2021,4,98605,60 Days,770.84
Avista,2024,4,99033,Total Arrearages,11910.09
PSE,2024,3,98004,60 Days,101745.38
NWN,2025,3,98662,Total Arrearages,168866.84
Avista,2021,5,99224,90 Days +,223903.54
PAC,2020,9,98944,30 Days,146848.48
PSE,2024,1,98037,Total Arrearages,225624.01
PSE,2020,11,98226,60 Days,58951.15
PSE,2022,3,98257,30 Days,27793.31
PSE,2021,12,98042,60 Days,71652.74
CNG,2021,2,98930,30 Days,17765.12
CNG,2025,1,98584,90 Days +,7405.94
PSE,2024,5,98943,90 Days +,22423.09
PSE,2023,12,98059,30 Days,136407.08
PAC,2021,2,99362,Total Arrearages,743863.249999999
PSE,2020,12,98104,Total Arrearages,8136.8
PSE,2025,1,98043,60 Days,8618.7
CNG,2024,2,99362,30 Days,109872.1
PSE,2022,3,98506,90 Days +,215814.01
PSE,2022,8,98232,30 Days,11614.42
CNG,2025,1,98901,60 Days,3647.78
PSE,2025,8,98579,30 Days,81865.17
Avista,2023,8,99114,60 Days,19643.24
Avista,2023,9,99036,Total Arrearages,231.45
PSE,2023,10,98208,Total Arrearages,335578.939999999
PSE,2024,9,98466,90 Days +,97200.36
PSE,2021,1,98230,90 Days +,132269.42
PSE,2021,9,98262,90 Days +,17547.0
NWN,2024,12,98685,30 Days,267.4
Avista,2025,2,99170,60 Days,382.11
CNG,2021,10,98220,Total Arrearages,580.61
PSE,2023,12,98380,Total Arrearages,247700.389999999
PSE,2022,3,98373,90 Days +,370720.24
PAC,2024,3,98948,90 Days +,523805.42
PSE,2025,1,98106,90 Days +,101358.52
NWN,2023,4,98605,60 Days,0.0
CNG,2022,4,98903,Total Arrearages,27191.89
PSE,2021,6,98277,60 Days,126173.27
NWN,2024,12,98672,60 Days,714.61
PSE,2020,9,98029,60 Days,19766.39
PSE,2023,7,98260,90 Days +,86818.99
Avista,2020,4,99212,90 Days +,99326.64
PSE,2021,6,98188,Total Arrearages,776879.94
PSE,2024,7,98223,30 Days,1952.26
PSE,2024,6,98050,30 Days,1199.79
Avista,2020,8,99341,30 Days,1351.84
NWN,2023,1,98612,60 Days,0.0
PSE,2020,6,98264,90 Days +,95813.74
PSE,2025,2,98106,90 Days +,87772.8
NWN,2022,10,98662,90 Days +,84102.61
CNG,2025,7,98221,Total Arrearages,67305.8
PSE,2021,5,98264,60 Days,34702.27
NWN,2020,5,98864,30 Days,0.0
PSE,2020,5,98204,60 Days,9438.54
PSE,2025,8,98385,30 Days,2392.41
CNG,2025,8,98584,Total Arrearages,31576.59
NWN,2022,1,98661,30 Days,33864.58
PSE,2020,4,98134,Total Arrearages,8161.57
PSE,2025,6,98045,Total Arrearages,370574.42
PSE,2020,3,98166,Total Arrearages,149723.89
CNG,2024,6,98520,60 Days,8068.53
Avista,2022,4,99034,60 Days,0.0
PSE,2024,4,98230,Total Arrearages,621797.999999999
CNG,2023,2,98932,60 Days,4337.44
Avista,2020,4,99402,30 Days,3788.01
Avista,2021,10,99173,90 Days +,53930.76
PSE,2021,9,98387,60 Days,34014.0
PSE,2023,12,98136,Total Arrearages,111834.689999999
CNG,2023,11,99362,90 Days +,35238.05
Avista,2021,2,99202,90 Days +,508741.31
NWN,2025,5,98675,90 Days +,0.0
PSE,2021,2,98106,90 Days +,26128.32
PSE,2020,8,98290,60 Days,3667.61
CNG,2021,1,98248,30 Days,36440.52
PSE,2022,12,98052,Total Arrearages,1064785.83
NWN,2021,8,98610,90 Days +,2616.63
PSE,2025,9,98375,60 Days,75924.43
Avista,2025,3,98857,60 Days,0.0
PSE,2021,12,98109,90 Days +,21519.06
CNG,2021,11,99338,Total Arrearages,2465.49
CNG,2025,4,98277,30 Days,34046.38
PSE,2024,8,98166,Total Arrearages,328862.17
PSE,2021,8,98121,Total Arrearages,12701.0
PSE,2024,4,98045,60 Days,49029.46
Avista,2021,11,99402,90 Days +,29372.87
CNG,2025,4,99352,90 Days +,15369.0
NWN,2021,6,98685,Total Arrearages,129076.04
CNG,2024,4,98848,90 Days +,0.0
CNG,2020,7,98801,90 Days +,4256.76
PSE,2021,11,98380,60 Days,14134.9
PSE,2023,9,98264,Total Arrearages,574953.42
PSE,2022,6,98002,90 Days +,1255643.29
NWN,2024,12,98684,90 Days +,16170.38
CNG,2022,3,98276,60 Days,1145.58
Avista,2020,7,99122,60 Days,2383.09
NWN,2021,11,97301,30 Days,0.0
NWN,2022,1,98635,Total Arrearages,0.0
CNG,2022,7,99350,Total Arrearages,4441.16
PSE,2023,8,98421,30 Days,227.22
PAC,2025,8,99348,60 Days,4004.95
NWN,2022,1,98026,30 Days,0.0
Avista,2021,11,99110,60 Days,1216.74
NWN,2023,5,98604,90 Days +,0.0
PSE,2025,9,98237,60 Days,33311.74
Avista,2023,10,99037,Total Arrearages,25340.21
PAC,2020,9,98942,60 Days,56035.3
PSE,2025,8,98466,30 Days,12827.95
Avista,2020,11,99102,90 Days +,9865.72
CNG,2020,6,98248,30 Days,14789.28
Avista,2021,1,99021,90 Days +,62552.5
PSE,2021,7,98337,90 Days +,196402.0
Avista,2023,7,99403,90 Days +,61950.96
CNG,2020,6,98366,60 Days,21342.42
Avista,2025,7,99122,30 Days,11302.49
PSE,2021,3,98264,60 Days,33171.05
PAC,2021,3,98938,30 Days,40037.56
PAC,2020,10,98902,90 Days +,612103.089999999
CNG,2021,1,98226,30 Days,39308.72
Avista,2024,6,99126,Total Arrearages,8220.5
Avista,2024,12,99260,60 Days,0.0
Avista,2020,3,99003,30 Days,10421.06
Avista,2023,3,99223,30 Days,114784.31
PSE,2025,8,98053,60 Days,21599.33
PSE,2020,12,98033,Total Arrearages,309601.51
PAC,2022,5,99362,60 Days,142923.36
PSE,2025,7,98404,90 Days +,185534.529999999
NWN,2020,3,98607,60 Days,14524.32
NWN,2021,6,98629,60 Days,5070.48
NWN,2021,6,98662,90 Days +,74215.26
PAC,2024,12,98908,30 Days,362135.82
Avista,2023,6,99107,Total Arrearages,0.0
PSE,2025,1,98074,90 Days +,107548.249999999
PSE,2020,8,98274,30 Days,28217.61
PSE,2022,5,98001,90 Days +,664850.66
PAC,2022,8,99350,60 Days,476.48
PSE,2024,7,98235,90 Days +,7890.63
NWN,2023,10,98610,90 Days +,0.0
PSE,2020,4,98177,30 Days,21320.58
PSE,2021,9,98374,90 Days +,701169.0
PSE,2021,8,98027,90 Days +,297338.0
Avista,2023,4,99117,30 Days,3107.9
PSE,2025,5,98501,90 Days +,955021.869999999
CNG,2022,8,98240,30 Days,327.87
NWN,2021,2,98307,30 Days,0.0
CNG,2025,8,98802,Total Arrearages,1684.47
PSE,2025,9,98418,60 Days,8820.18
PSE,2023,2,98283,60 Days,3630.75
NWN,2025,5,98662,30 Days,68927.9
PSE,2025,1,98253,90 Days +,16458.38
PSE,2020,9,98087,Total Arrearages,81786.77
Avista,2023,4,99167,90 Days +,4771.81
CNG,2020,9,98244,60 Days,30.63
Avista,2022,6,99031,Total Arrearages,10084.77
PSE,2025,3,98925,Total Arrearages,51347.27
PSE,2025,9,98056,90 Days +,940793.929999999
PSE,2025,9,98030,Total Arrearages,2058367.30999999
PSE,2022,4,98008,90 Days +,174142.079999999
PSE,2023,3,98112,30 Days,42734.23
PSE,2021,10,98266,90 Days +,179888.03
PSE,2024,7,98338,Total Arrearages,846472.3
PSE,2021,6,98512,60 Days,92305.21
NWN,2025,3,98617,Total Arrearages,0.0
PSE,2022,4,98439,30 Days,54343.53
PSE,2020,4,98027,60 Days,37893.39
NWN,2025,4,98664,60 Days,28003.5
Avista,2025,12,99143,60 Days,575.43
NWN,2023,1,98607,90 Days +,27401.87
PSE,2020,12,98513,Total Arrearages,867995.35
PSE,2024,12,98121,30 Days,6174.8
PSE,2020,6,98178,60 Days,23199.78
Avista,2025,12,99040,30 Days,15198.67
PAC,2023,3,98902,30 Days,158610.08
PSE,2022,2,98422,90 Days +,61841.61
Avista,2023,1,99029,30 Days,1017.62
CNG,2025,3,99350,90 Days +,203.47
PSE,2022,3,98225,90 Days +,255046.42
Avista,2024,2,99141,90 Days +,26456.85
PSE,2023,12,98204,90 Days +,104927.98
Avista,2025,1,99164,30 Days,0.0
PSE,2022,8,98117,Total Arrearages,164151.48
CNG,2025,6,98277,90 Days +,25558.45
PSE,2021,5,98418,Total Arrearages,126854.92
CNG,2023,5,98247,90 Days +,8582.89
PSE,2024,1,98232,90 Days +,40985.13
PSE,2023,10,98043,90 Days +,102858.03
Avista,2021,11,99008,60 Days,1004.82
PSE,2024,4,98230,60 Days,84215.36
PSE,2022,12,98005,Total Arrearages,370908.27
CNG,2020,8,98240,Total Arrearages,3756.06
PAC,2022,1,99324,60 Days,16024.37
PSE,2022,9,98260,Total Arrearages,139509.05
CNG,2025,8,98276,60 Days,1050.27
NWN,2023,9,98617,90 Days +,0.0
PSE,2020,5,98294,90 Days +,12418.58
NWN,2024,11,98307,60 Days,0.0
PSE,2020,6,98276,30 Days,1644.41
CNG,2021,9,98275,Total Arrearages,16.86
Avista,2024,3,99176,90 Days +,0.0
PSE,2021,11,98445,60 Days,8269.63
PSE,2025,2,98045,Total Arrearages,458345.919999999
PSE,2023,3,98040,Total Arrearages,397557.68
CNG,2025,2,98276,90 Days +,340.14
PSE,2020,12,98374,30 Days,83328.97
Avista,2024,5,99159,30 Days,4168.95
PSE,2024,3,98264,30 Days,120917.88
Avista,2022,11,99107,60 Days,0.0
PSE,2024,1,98019,Total Arrearages,281750.11
NWN,2022,2,98626,60 Days,0.0
PSE,2025,8,98001,90 Days +,1067637.07
PSE,2020,5,98199,Total Arrearages,53374.16
PSE,2024,7,98275,60 Days,13349.74
Avista,2023,2,99203,60 Days,49975.37
PSE,2020,7,98248,Total Arrearages,440917.52
Avista,2020,10,99016,60 Days,27677.25
Avista,2024,7,99021,90 Days +,10931.96
PSE,2020,12,98233,60 Days,25218.6
Avista,2020,3,99171,30 Days,2136.16
PAC,2023,7,98942,30 Days,193937.54
PSE,2022,9,98294,30 Days,5494.09
PSE,2022,3,98204,60 Days,21677.83
Avista,2023,4,99101,30 Days,11902.13
Avista,2023,8,99037,Total Arrearages,27633.43
PSE,2023,11,98513,90 Days +,690530.119999999
Avista,2025,7,99185,60 Days,3279.44
PSE,2021,6,98203,Total Arrearages,147408.22
Avista,2022,11,99032,60 Days,1262.26
NWN,2022,5,98762,90 Days +,0.0
Avista,2021,5,99109,60 Days,10136.46
PAC,2025,7,98603,Total Arrearages,150.95
Avista,2024,7,99326,60 Days,459.27
PAC,2024,10,98930,90 Days +,172147.15
PSE,2023,9,98008,30 Days,48637.86
Avista,2024,7,99103,60 Days,249.14
CNG,2025,1,99301,30 Days,256121.44
PAC,2023,5,99360,90 Days +,906.77
Avista,2023,6,99371,90 Days +,4238.08
Avista,2020,11,99008,Total Arrearages,20404.76
PSE,2024,1,98323,30 Days,14435.67
CNG,2021,9,98366,60 Days,5948.49
PSE,2021,2,98052,90 Days +,218099.67
PSE,2024,10,98597,Total Arrearages,1571586.67
Avista,2022,11,99021,Total Arrearages,45238.94
PSE,2021,10,98370,60 Days,58390.3
PSE,2020,11,98237,60 Days,18489.23
CNG,2025,8,98902,90 Days +,144706.8
PSE,2022,5,98502,90 Days +,528320.51
Avista,2021,6,99020,60 Days,222.76
Avista,2025,7,98620,90 Days +,9318.99
CNG,2022,10,98626,90 Days +,2953.56
PSE,2024,3,98058,90 Days +,1036506.8
CNG,2021,5,98903,60 Days,4861.61
CNG,2022,5,98611,60 Days,175.26
PSE,2020,3,98050,30 Days,1186.33
Avista,2024,8,99114,30 Days,31641.0
PSE,2025,8,98031,90 Days +,1142155.41
NWN,2020,10,98612,60 Days,0.0
CNG,2023,9,98932,30 Days,1500.91
Avista,2024,3,99014,Total Arrearages,995.7
CNG,2023,4,98230,90 Days +,23747.99
PSE,2025,1,98360,30 Days,79821.99
CNG,2021,9,98936,Total Arrearages,11435.05
PSE,2024,5,98178,60 Days,34016.75
Avista,2024,10,99117,Total Arrearages,626.88
CNG,2021,1,98801,Total Arrearages,7589.3
NWN,2023,2,98642,Total Arrearages,62382.52
NWN,2023,4,97301,30 Days,39357.57
PSE,2020,8,98342,30 Days,2765.35
PSE,2025,4,98148,90 Days +,215076.59
CNG,2024,11,98220,60 Days,142.82
PAC,2021,9,99362,60 Days,83411.96
PSE,2023,8,98312,30 Days,152590.63
PSE,2023,9,98146,60 Days,18150.33
PSE,2022,10,98008,60 Days,27576.46
PSE,2023,8,98275,60 Days,9006.19
NWN,2021,5,98612,30 Days,0.0
PSE,2020,6,98042,30 Days,132675.51
Avista,2024,5,99129,90 Days +,27458.37
Avista,2020,4,99101,Total Arrearages,27190.79
PAC,2025,2,99360,30 Days,19201.72
Avista,2022,10,99371,30 Days,1688.4
PSE,2023,8,98040,30 Days,34816.93
CNG,2025,2,98611,60 Days,0.0
PSE,2024,4,98323,60 Days,16385.28
PAC,2022,9,98902,30 Days,558829.37
CNG,2024,5,99362,Total Arrearages,141055.38
PSE,2021,4,98146,Total Arrearages,137257.35
PSE,2023,3,98501,Total Arrearages,1797859.63
Avista,2024,6,99134,90 Days +,12673.41
PSE,2024,1,98028,60 Days,32068.78
PSE,2021,10,98229,30 Days,43502.24
Avista,2021,9,99158,90 Days +,9892.73
PSE,2020,10,98029,Total Arrearages,288661.04
PSE,2025,4,98146,Total Arrearages,255581.959999999
CNG,2022,7,98247,60 Days,3264.12
Avista,2025,7,99102,90 Days +,4152.38
Avista,2023,10,99039,30 Days,294.46
PSE,2020,11,98467,30 Days,3433.85
PSE,2020,9,98295,60 Days,1611.64
PSE,2025,2,98042,Total Arrearages,2473447.47999999
Avista,2024,2,99202,60 Days,62499.06
CNG,2020,9,99323,Total Arrearages,462.73
PSE,2024,10,98467,90 Days +,55042.44
Avista,2023,11,99131,60 Days,195.65
Avista,2023,5,99020,30 Days,0.0
Avista,2022,1,99103,60 Days,1066.68
PSE,2021,11,98072,30 Days,33267.66
PSE,2022,11,98177,60 Days,5687.94
PSE,2024,11,98345,30 Days,1181.25
PSE,2024,12,98531,60 Days,14619.79
CNG,2021,1,98901,90 Days +,33069.47
PSE,2020,11,98023,Total Arrearages,1140219.82
PSE,2023,11,98337,60 Days,33731.28
PSE,2023,11,98121,Total Arrearages,39293.31
Avista,2025,6,99026,30 Days,2762.28
NWN,2022,5,98601,30 Days,0.0
PSE,2025,4,98024,60 Days,22441.4
Avista,2024,8,99171,90 Days +,934.35
PAC,2024,4,98939,90 Days +,34836.7
PAC,2023,5,98902,Total Arrearages,522440.32
NWN,2022,2,98685,60 Days,14019.26
PSE,2022,4,98224,90 Days +,14013.11
PSE,2020,9,98247,Total Arrearages,170334.09
PSE,2021,5,98075,30 Days,32073.79
NWN,2021,1,98864,90 Days +,0.0
Avista,2023,6,99012,90 Days +,4092.92
NWN,2021,11,98604,60 Days,5869.44
NWN,2021,3,98629,60 Days,77.32
Avista,2023,4,99126,90 Days +,6674.38
PSE,2021,6,98136,90 Days +,17445.75
PSE,2023,1,98270,60 Days,32622.52
NWN,2023,4,98660,Total Arrearages,0.0
CNG,2025,2,98908,Total Arrearages,143943.86
Avista,2024,2,99224,Total Arrearages,146402.36
PSE,2023,9,98148,60 Days,29892.81
PSE,2022,10,98312,30 Days,154201.639999999
CNG,2020,8,98244,60 Days,55.49
CNG,2023,3,98936,60 Days,6103.22
PSE,2021,12,98146,Total Arrearages,133720.94
PSE,2023,5,98946,90 Days +,17700.62
CNG,2024,4,98944,90 Days +,18357.59
CNG,2021,3,98345,30 Days,809.09
CNG,2023,10,98837,Total Arrearages,6031.2
PAC,2020,1,98903,60 Days,87636.11
Avista,2020,11,99224,30 Days,31669.5
CNG,2025,5,98232,30 Days,470.41
PSE,2020,3,98204,60 Days,9221.37
PSE,2020,10,98283,90 Days +,14189.2
CNG,2022,12,99338,60 Days,490.3
CNG,2025,8,98295,Total Arrearages,7845.55
Avista,2020,7,99021,60 Days,8647.74
NWN,2020,5,98666,60 Days,0.0
PSE,2024,3,98005,60 Days,51853.8
Avista,2022,10,99402,30 Days,6404.68
NWN,2024,6,98635,30 Days,306.42
Avista,2021,3,99023,30 Days,718.67
PSE,2022,7,98340,Total Arrearages,74281.43
PSE,2024,11,98267,90 Days +,33836.17
PSE,2020,8,98922,30 Days,17377.14
CNG,2025,2,99323,30 Days,1776.62
PSE,2023,5,98402,90 Days +,6532.07
PSE,2025,5,98022,90 Days +,424395.41
PSE,2022,1,98281,30 Days,5202.69
CNG,2021,5,98240,60 Days,459.28
Avista,2020,4,98648,30 Days,506.82
PSE,2025,9,98235,90 Days +,6624.08
Avista,2022,3,99025,60 Days,7327.37
PSE,2020,3,98105,90 Days +,18393.38
CNG,2022,7,98276,30 Days,1548.85
PSE,2025,6,98125,60 Days,23086.3
PSE,2021,1,98125,Total Arrearages,80305.71
PSE,2022,9,98372,Total Arrearages,1118778.06
Avista,2022,12,99402,30 Days,1626.08
NWN,2024,11,98682,30 Days,51421.2
CNG,2022,5,98311,Total Arrearages,81647.6
CNG,2021,11,98951,30 Days,969.11
PSE,2022,10,98501,30 Days,167472.489999999
PSE,2023,10,98255,Total Arrearages,41587.56
PSE,2024,7,98052,90 Days +,793276.08
PSE,2025,6,98443,Total Arrearages,18217.76
PSE,2021,3,98353,30 Days,309.2
PSE,2021,3,98221,Total Arrearages,341215.81
Avista,2021,8,99013,30 Days,3509.44
PSE,2020,11,98006,30 Days,34480.52
PAC,2021,7,98902,30 Days,333820.52
PSE,2020,5,98292,30 Days,4083.66
Avista,2022,9,99130,Total Arrearages,8732.44
PSE,2025,6,98247,60 Days,41826.61
PSE,2020,4,98337,30 Days,40189.31
NWN,2025,3,98307,90 Days +,0.0
PSE,2025,3,98055,30 Days,283415.17
NWN,2023,12,98660,90 Days +,164.2
Avista,2024,7,99019,90 Days +,23413.33
Avista,2024,3,99164,Total Arrearages,0.0
PSE,2021,10,98248,Total Arrearages,709306.26
Avista,2020,3,99216,60 Days,71227.9
PAC,2021,10,99348,Total Arrearages,17771.72
CNG,2022,8,98674,30 Days,19.4
Avista,2023,7,99004,Total Arrearages,27076.35
NWN,2022,7,98660,90 Days +,25636.59
PSE,2020,5,98295,30 Days,6963.85
PAC,2023,12,98942,Total Arrearages,708284.1
PSE,2024,3,98372,60 Days,176752.68
PSE,2021,11,98922,60 Days,21219.31
Avista,2025,2,99130,Total Arrearages,11232.16
Avista,2023,6,99016,90 Days +,81861.73
Avista,2023,5,99036,30 Days,1.27
Avista,2025,4,99151,90 Days +,337.52
Avista,2021,5,99036,Total Arrearages,234.64
PSE,2023,12,98332,Total Arrearages,103770.9
PSE,2021,1,98024,Total Arrearages,130387.19
PSE,2025,2,98925,60 Days,3380.23
PSE,2023,11,98201,60 Days,16313.96
CNG,2024,4,98801,30 Days,4668.26
PSE,2023,6,98424,90 Days +,78245.67
PSE,2021,1,98421,60 Days,38.06
NWN,2021,7,98663,90 Days +,27363.8
PSE,2021,6,98257,90 Days +,67599.95
Avista,2025,7,99167,Total Arrearages,7045.45
CNG,2020,10,98240,Total Arrearages,3781.62
Avista,2021,2,99159,30 Days,4386.53
Avista,2022,11,99260,30 Days,0.0
PAC,2025,8,98939,60 Days,2069.45
CNG,2022,3,98837,Total Arrearages,10975.67
PAC,2025,3,98953,30 Days,197728.81
NWN,2021,9,98127,Total Arrearages,0.0
CNG,2020,12,98930,Total Arrearages,42262.48
PSE,2020,9,98119,90 Days +,10837.19
PSE,2022,8,98053,Total Arrearages,223324.349999999
PSE,2021,3,98057,30 Days,80110.21
NWN,2023,10,98665,30 Days,13130.64
PSE,2025,7,98408,30 Days,35048.87
PSE,2025,3,98229,90 Days +,348705.949999999
PSE,2020,7,98257,90 Days +,36840.55
PSE,2025,1,98340,Total Arrearages,100631.929999999
CNG,2024,10,99362,Total Arrearages,56828.81
PSE,2025,7,98220,Total Arrearages,54617.49
NWN,2024,11,98663,90 Days +,5529.36
CNG,2022,9,99353,30 Days,567.73
NWN,2023,7,98671,30 Days,36493.99
PSE,2023,4,98019,Total Arrearages,325194.57
PSE,2023,12,98372,30 Days,133159.49
NWN,2022,1,98604,90 Days +,42572.63
PSE,2025,4,98168,Total Arrearages,463709.38
PSE,2023,1,98276,30 Days,4985.23
PSE,2023,10,98038,90 Days +,600217.72
PSE,2024,9,98503,Total Arrearages,1770839.92999999
PSE,2021,7,98107,90 Days +,23826.0
Avista,2022,12,99040,90 Days +,31485.66
PSE,2023,2,98126,30 Days,44214.67
Avista,2021,1,99021,60 Days,13226.96
NWN,2021,12,98642,60 Days,9775.7
PSE,2024,12,98288,Total Arrearages,20607.55
PAC,2024,6,99361,60 Days,9717.2
Avista,2023,7,98648,30 Days,244.45
PSE,2020,11,98503,Total Arrearages,886906.96
PSE,2023,2,98404,30 Days,81148.1
Avista,2022,6,99004,60 Days,5971.48
Avista,2025,5,99174,30 Days,446.31
PSE,2020,9,98244,60 Days,7745.42
NWN,2020,8,98666,30 Days,0.0
PSE,2025,2,98220,90 Days +,25708.53
PSE,2025,3,98275,Total Arrearages,164508.75
PSE,2023,7,98501,30 Days,209941.44
NWN,2025,7,98605,60 Days,377.33
CNG,2022,5,98292,90 Days +,10829.14
PAC,2021,1,98938,30 Days,33258.01
CNG,2025,4,98312,90 Days +,46343.0
PSE,2021,1,98057,90 Days +,166476.08
PSE,2021,8,98391,60 Days,117985.0
PSE,2023,4,98270,Total Arrearages,773722.8
PSE,2020,10,98277,30 Days,80670.57
NWN,2021,3,98620,60 Days,0.0
PSE,2020,9,98029,30 Days,30223.02
PSE,2021,5,98065,30 Days,41147.49
PSE,2024,9,98327,30 Days,34086.39
CNG,2022,9,99301,Total Arrearages,115359.93
PSE,2021,11,98466,90 Days +,74281.74
CNG,2022,3,98221,60 Days,14684.03
PSE,2023,8,98439,30 Days,33491.54
PSE,2021,4,98558,60 Days,445.46
CNG,2024,10,98366,30 Days,16027.45
PSE,2020,11,98406,60 Days,3801.78
PAC,2022,4,98947,60 Days,36437.52
PSE,2023,6,98134,60 Days,1574.08
PAC,2023,4,99329,30 Days,804.81
PSE,2022,7,98329,30 Days,12.91
CNG,2022,11,98802,90 Days +,1637.15
PSE,2020,6,98531,90 Days +,34624.92
Avista,2021,11,99158,30 Days,937.05
Avista,2024,8,99019,90 Days +,17384.94
CNG,2023,10,98932,90 Days +,3104.74
PAC,2022,8,99328,60 Days,17196.43
Avista,2021,2,99174,Total Arrearages,5692.36
PSE,2020,11,98020,Total Arrearages,34939.82
PSE,2024,11,98466,30 Days,11202.79
CNG,2022,6,99362,Total Arrearages,108435.5
PSE,2023,9,98077,30 Days,19139.28
Avista,2024,2,99033,60 Days,1702.53
PSE,2021,10,98087,Total Arrearages,124805.95
PSE,2020,11,98225,30 Days,89136.24
PSE,2025,5,98103,Total Arrearages,262113.069999999
PSE,2025,5,98023,Total Arrearages,3464972.32999999
Avista,2020,9,99036,90 Days +,350.34
PAC,2020,4,98921,60 Days,7247.15
CNG,2025,7,98276,60 Days,1511.01
CNG,2020,12,98625,90 Days +,108.68
PSE,2022,7,98576,90 Days +,207804.599999999
Avista,2022,6,99217,60 Days,47177.91
PSE,2024,6,98530,30 Days,25264.96
Avista,2023,7,99030,90 Days +,5020.5
PSE,2020,12,98226,30 Days,75045.05
Avista,2022,2,99207,Total Arrearages,943669.31
Avista,2024,12,99159,60 Days,2472.13
PSE,2022,9,98335,30 Days,8915.31
PSE,2025,8,98201,90 Days +,148654.54
Avista,2022,9,99104,30 Days,0.0
PSE,2021,12,98108,30 Days,6383.7
Avista,2023,8,99402,90 Days +,3267.06
Avista,2023,5,99004,30 Days,8248.92
PSE,2023,11,98328,90 Days +,15982.25
Avista,2022,9,99206,Total Arrearages,261455.01
Avista,2021,12,99005,30 Days,7585.05
PSE,2025,6,98238,90 Days +,1759.95
PSE,2024,7,98107,60 Days,11035.57
Avista,2025,5,99113,60 Days,78.93
NWN,2024,4,98607,90 Days +,16004.26
Avista,2025,1,99204,Total Arrearages,94544.07
Avista,2023,11,99148,Total Arrearages,21126.86
CNG,2021,4,98273,Total Arrearages,91462.48
PSE,2020,10,98229,30 Days,30391.95
PSE,2024,6,98006,90 Days +,290763.619999999
Avista,2023,10,99109,60 Days,4649.79
Avista,2022,10,99218,60 Days,203399.56
Avista,2025,4,99039,60 Days,2327.16
Avista,2021,4,99134,Total Arrearages,20992.86
Avista,2024,8,99021,Total Arrearages,29112.7
Avista,2020,5,99141,90 Days +,43042.64
PSE,2023,3,98103,Total Arrearages,332346.899999999
Avista,2020,8,99160,Total Arrearages,1607.11
CNG,2021,11,98557,30 Days,358.23
PSE,2024,5,98102,60 Days,13018.53
PSE,2021,5,98272,30 Days,18031.51
Avista,2022,11,99174,60 Days,43.04
Avista,2024,6,99185,30 Days,4994.42
PSE,2022,9,98122,60 Days,20674.06
CNG,2024,8,98229,Total Arrearages,41165.26
PSE,2021,11,98045,60 Days,12623.36
PSE,2025,5,98125,Total Arrearages,201788.16
PSE,2020,3,98022,60 Days,31407.84
PSE,2021,3,98020,90 Days +,12811.81
PSE,2022,7,98396,Total Arrearages,34460.75
Avista,2023,9,99019,90 Days +,33506.92
PSE,2023,4,98027,Total Arrearages,838569.489999999
NWN,2022,4,98675,60 Days,0.0
PSE,2025,9,98407,90 Days +,53890.73
PSE,2023,11,98406,60 Days,7027.18
PSE,2024,5,98530,90 Days +,46747.1
PSE,2021,11,98233,30 Days,48888.56
PSE,2020,12,98144,60 Days,7770.06
PSE,2023,12,98290,60 Days,7990.6
PSE,2023,5,98392,Total Arrearages,195658.22
